cs_textrec_ID,cs_ID,text::t_notes,text::t_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,cs_code_leadership_other_traits,cs_code_leadership.norms,cs_code_leadership_qualities,cs_code_leadership_functions,cs_code_group_choose,cs_code_group_purpose,cs_code_group_structure
639,10616,,639,-1,-1,-1,-1,-1,-1,-1,"The Headman with the assembly decides all matters of a socio-religious, legal and quasi-legal nature of the village....the Headman with his assembly will raise subscriptions for the public festivals like the December Harvest-Home, for religious feasts, and for offering libations to the deities of serious epidemics affecting the tribe. In all cases of marriage and funerals, the Headman and his advisory body must attend",-1,-1,village headman
641,10617,Costs,641,-1,-1,"When the parties are found guilty by the assembly, the Headman, who took cognisance of the offence initially, gets his credit","the Headman, who took cognisance of the offence initially, gets his credit, but if the evidence shows that the accused persons are not guilty, he is himself seriously punished.",-1,-1,-1,-1,-1,-1,village headman
642,10618,?,642,-1,-1,-1,-1,"The leadership of the tribe, whether social or socio-religious as exercised by the Headman or the Priest, is exercised with due restraint because of the check imposed by the consultative body known as “Mo n re n hò[unknown]r.” ",-1,-1,-1,-1,-1,-1
643,10619,Leaders required for agriculture ,643,-1,-1,-1,-1,"Today, because of the lack of leadership, each individual owner has to work his own particular share to the best of his own ability. This necessarily restricts the use of the land to chena cultivation, for proper paddy cultivation requires irrigation and that would mean collective enterprise under a leader.",-1,-1,-1,-1,-1,labor group
644,10620,"Benefits, opportunities for family, wealth leads to more time, also land holdings ",644,-1,-1,"very substantial landholdings he had built up there during his term as headman...Since he was considered a man of wealth by local standards, his daughter enjoyed certain privileges which do not normally accrue to Rangama women. ",-1,-1,-1,-1,"As headman, he had jurisdiction over Rangama and several other hamlets [Page 127] in the area",-1,-1,village headman
645,10621,,645,-1,-1,-1,-1,"For every dispute, each of the sides is formed around at least one of these four elements of leadership. The leaders remain constant; their supporters change from issue to issue.",-1,-1,-1,-1,-1,village headman
646,10622,"Shopkeeper as leaders, costs of kin ",646,-1,-1,-1,"The kin group is a mutual insurance association: the members aid each other in times of difficulty. The shopkeeper who starts his enterprise in his own village soon finds himself faced with impossible demands from his kinsmen. But if he wishes to stay in business, he must disregard the claims for special credits from his close kinsmen, for the final goal of these persistent kinship claims is to erode the kinsman who has become relatively wealthy down to the level of the rest of the family.","The kin group is a mutual insurance association: the members aid each other in times of difficulty. The shopkeeper who starts his enterprise in his own village soon finds himself faced with impossible demands from his kinsmen. But if he wishes to stay in business, he must disregard the claims for special credits from his close kinsmen, for the final goal of these persistent kinship claims is to erode the kinsman who has become relatively wealthy down to the level of the rest of the family.",-1,The shopkeepers are regarded as worldly and sophisticated men,-1,-1,-1,business leader 
647,10623,Benefits ,647,-1,-1,"He received a salary of about 125 rupees a month (in 1955), depending on seniority. ",-1,-1,-1,The Village Headman in a Kandyan village is often an influential person.,"The substantial amount of government financial assistance to the villages, which passed through the Village Headman’s hands, made it possible for him to influence the fortunes of humble families very considerably.",-1,-1,village headman
648,10624,Specialized headman ,648,They receive no salary from the government but are expected to be remunerated by the cultivators at the end of each harvest by the payment in kind of a set amount of paddy.,-1,-1,-1,-1,-1,-1,he task of these officers is to supervise and coordinate the cultivation of paddy.,-1,-1,specialists headmen
649,10625,,649,-1,-1,-1,-1,There are two outstanding leaders in the village. They are the village headman and the village abbot.,-1,-1,-1,-1,-1,-1
650,10626,Functions qualities ,650,-1,-1,-1,-1,-1,-1,"The villagers respect him as a strong and decisive man, reasonable and modern. He is also seen as a fair person when setting disputes between villagers. ",He is also seen as a fair person when setting disputes between villagers. He has been able to organize labor and build a road connecting the two main roads ...he was also one of the persons who made the building of the temple possible.,-1,-1,village headman
651,10627,Leadership not so salient ,651,-1,-1,-1,-1,The kamnan has the official position of community leader but he has very little influence and is not relied on by the people. ,-1,-1,his main role is that of messenger passing on communications between the district office and the people...To build the health station he obtained the support of some more wealthy villagers who at least out of vanity chose to associate their name with the project as benefactors.,-1,-1,village headman
652,10628,"Qualities, perspective of followers ",652, The villagers respect him because of his leadership qualities and because of his concern for their welfare as manifested by his record.,-1,-1,-1, The villagers respect him because of his leadership qualities and because of his concern for their welfare as manifested by his record.,-1,The kamnan was wealthy by local standards but the wealth was parental wealth. ,-1,-1,-1,village headman
653,10629,Qualities ,653,Qualities that were valued in leaders were the ability to serve the community and bring benefits to it,-1,-1,-1,Effective leadership was exercised rather by persuasion by someone who could communicate convincingly.,-1,"Qualities that were valued in leaders were the ability to serve the community and bring benefits to it...a good kamnan or phuyaiban should be able to relate to government officials at the district and province level easily, represent the interests of the people and obtain cooperation...Seniority and membership in large family groups made it easier for someone to be voted into a position of leadership but did not provide authority of themselves...wealth alone was not sufficient to achieve leadership but people considered that it was easier for rich people to assume the responsibilities of leadership for they could afford to be generous, accept duties, and sacrifice themselves for the common good. ",-1,-1,-1,village headman
654,10630,Quantitative data on desirable qualities of leaders by age and sex ,654,-1,-1,-1,-1,-1,"“always to offer your employees full opportunities to discuss freely their difficulties or problems”; the second was (2) “to respond willingly to personal consultation of employees' private matters”; and the third was (6) “to listen to opinions, desires, and propositions raised by employees always with pleasure.” ",-1,-1,-1,-1,business leader 
655,10631,,655,-1,-1,-1,-1,-1,They want to be leaders who first think of the unity of the group and have consideration for their employees.,They want to be leaders who first think of the unity of the group and have consideration for their employees.,-1,-1,-1,unkown
656,10632,Headman strategies ,656,-1,-1,-1,-1,"A village headman can, perhaps through his own resources, hold his kinsmen, but to hold the entire village may require his rendering services to the circle headman ( kamnan) and perhaps also to the district officer ( naaj amphoe). The additional benefits received from these higher officers, for instance as work opportunities for his villagers, can be distributed by the headman to secure his position.",-1,-1,-1,-1,-1,-1
657,10633,Size of group and leadership ,657,-1,-1,-1,-1,"groups under a leader vary in size and stability; those rising in the hierarchy become larger and more stable. In turn, size and stability depend on the economic resource ready for distribution. Hence, a primary rule of social movement [Page 1253] may be stated: As groups grow in resources, they grow larger and more stable. Conversely, as resources diminish, groups dwindle in size and stability.",-1,-1,-1,-1,-1,-1
658,10634,In group bias ,658,"Because of unseen dangers, a leader ordinarily avoids giving benefits to strangers, and a potential member of a group must be introduced by a known person. ",-1,-1,-1,"Because of unseen dangers, a leader ordinarily avoids giving benefits to strangers, and a potential member of a group must be introduced by a known person. ",-1,-1,-1,-1,-1,-1
659,10635,Trade off of age ,659,-1,-1,-1,-1,-1,-1,"He gained his reputation by helping others, working hard, never spending time with girls, never drinking, smoking, or chewing betel. ",-1,-1,-1,village headman (prospect)
660,10636,Qualities ,660,-1,-1,-1,-1,"Thus, there comes into play an informal series of checks and balances which militates against any one person obtaining too large a sphere of influence.",-1,"Nor can one say that the headmen, as such, are the most powerful. They are chosen as much for their generosity as for their wealth, and therefore do not represent a threat to any of the villagers.",-1,-1,-1,village headman
661,10637,Hamlet headman ,661,-1,-1,-1,-1,-1,an ideal hamlet headman should be married,"Any male in the village who is 21 or older is eligible for the position of headman...he should not drink in excess or be promiscuous; he should neither gamble nor indulge in narcotics. If young, he should try to act old and dignified. He should attend the wat on all important occasions and on some holy days. The length of time he has been a monk is not important, but he must have served at least three months ",-1,-1,-1,village hamlet
662,10638,Cost?,662,-1,-1,-1," The requirements for possessing a gun are 10,000 bahtworth of property (about five raj) and a certificate of ownership. T",-1,-1,The hamlet headmen must possess firearms. ,-1,-1,-1,village hamlet
663,10639,Abbot leader ,663,-1,-1,-1,"It is true that he is the butt of some adverse criticism, but this criticism always comes from the same people—persons who seek utopian salvation from the wat and who, when disappointed with the reality of the environment, blame the leader. ",-1,-1,"The abbot is undoubtedly the most influential, the most respected, and thus the most important individual in the community.","frequent visits from strangers from other villages and urban areas coming to him for counsel (both wordly and astrological), cures, holy water treatment and other services.",-1,-1,village abbot
664,10640,"Costs 
Benefits ",664,-1,-1,"From the headman's point of view the official payment of a monthly stipend of one hundred baht is scant compensation. On the other hand, there are certain advantages such as the prestige attached to the post and the services that can be claimed from the village in return for his work as headman. ..various small gifts, services and occasionally substantial payments from individual villagers given in recognition of his help or in an attempt to influence his actions. ","he therefore has to receive and feed visitors and failure to do so would spoil his name...Villagers are also the l[unavailable]k b[unavailable]n, children of the house or settlement of the headman and so can claim his help. Consequently, in addition to time spent on his duties he is obliged to provide food for any visiting officials...Inevitably the headman is expected by the District Officer and villagers to contribute freely to various charitable appeals and merit-making ceremonies.",-1,it was the headman's duty to help villagers even at the risk of ignoring or acting contrary to his formal obligations.,-1,-1,-1,-1,village headman
665,10641,Benefits ,665,-1,-1,he value of the protection that the headman is thought capable of providing may well explain the actions of two men who frequently present small gifts to the headman's household or perform personal services. ,-1,-1,-1,-1,-1,-1,-1,village headman
666,10642,Context of conflict resolution ,666,-1,-1,-1,-1,-1,-1,-1, Teng never takes the initiative but waits until the matter is brought to his attention by one of the parties involved. He then normally acts upon the request and calls the other disputants to a hearing. ,-1,-1,village headman
667,10643,Leader follower dynamics ,667,-1,"The follower, too, often has doubts as to whether the leader is distributing sufficient rewards (especially acquisitive rewards) to him, and as to whether these rewards will continue to be sufficient. ",-1,"The leader often entertains doubts as to the loyalty of his followers, and fears that they might leave him, or even turn against him. ...If these rewards are seen as too scant or infrequent, some of the followers are quite likely to break away and attach themselves to another leader who promises greater benevolence. ","At all levels of Thai society, both leader and follower [Page [p.457]] are likely to harbor constant doubts as to the stability and trustworthiness of the relationship....An essential ingredient in the preservation of the relationship, therefore, is that it be constantly re-validated by frequent tangible rewards distributed by the leader, and by frequent displays of deference on the part of the follower.",-1,-1,-1,-1,-1,village headman
668,10644,Qualities ,668,-1,-1,-1,-1,-1,-1,"If the Chief is not generous, the villagers tend to be greedy; if he has a helpful nature, then his subjects are also generally this way; a courageous man gives his fellow villagers confidence. ",-1,-1,-1,chiefdom
669,10645,Wisdom in leadership ,669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
670,10646,"Benefits and costs, chiefs skeptical of debt ",670,-1,-1,"When a commission visited Central Celebes in 1897 in order to ascertain the political conditions in this country, gifts were distributed to the Toradja chiefs. Most of them, however, declined to accept them, out of fear that through this the Government would be granted some kind of right over them. Others let themselves be persuaded to accept them by immediately giving something else in return for them.",-1,-1,-1,-1,-1,-1,-1,chiefdom
671,10647,Bad chief?,671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,chiefdom
672,10648,"Job of chiefs, make hard decisions ",672,"For [Page 170] that reason they often did not dare to make a decision in matters in which superiors were involved, because they did not dare to take the responsibility for it. They liked to put the responsibility on someone who did dare to do this, and therefore the person most capable of making decisions was the obvious man for Chief.",-1,-1,-1,-1,-1,the person most capable of making decisions was the obvious man for Chief.,-1,-1,-1,chiefdom
673,10649,Qualities ,673,-1,-1,-1,-1,-1,-1,the one who had the greatest rush of people who needed him.,-1,-1,-1,chiefdom
674,10650,Chiefs tasks,674,-1,-1,-1,-1,"The Chief had to take into account everyone’s interests and sensitivities, and thus his job consisted of continually compromising, for there was no question of coercion",-1,-1,"The task of the Chief thus consisted of consulting with the family heads about matters that concerned the entire village: distributing the land, giving or attending feasts, arranging a burial, building a village temple, undertaking a head-hunting expedition, sentencing a witch, concluding a marriage, and all other such matters",-1,-1,chiefdom
675,10651,Chiefs and generosity ,675,-1,-1,-1,"The people who came to him to ask for help in their troubles sometimes came from other villages or were strangers passing through, or temporary inhabitants of the village region, or, for that matter, villagers who had their fields far from the dwelling of the Chief. Such visitors almost always remained for a meal or overnight. ","Such visitors almost always remained for a meal or overnight. Most chiefs liked to have guests because it proved that they were sought after, but they did not have them for nothing either.",-1,First of all he is forced to be hospitable.,-1,-1,-1,chiefdom
676,10652,,676,-1,-1,-1,-1,-1,-1,Bravery was also necessary in a Chief.,-1,-1,-1,chiefdom
677,10653,Care for others ,677,-1,-1,-1,-1,-1,-1,"He has learned to care for others without first calculating whether they will show him gratitude. He knows how to force himself to do things which he dreads: to take on disagreeable, tiring, prolonged, desperate matters, to assume responsibility, to inspire courage in the faint-hearted, to bring the stubborn to reason, to calm the quick-tempered",-1,-1,-1,chiefdom
678,10654,Chief sets example ,678,-1,-1,-1,-1,-1,-1,-1,"By his example, the Chief could make courage, generosity, and helpfulness good customs in his village, and if he led the way in such matters he could also reproach his villagers if they did not follow him.",-1,-1,-1
679,10655,Balance of tyranny ,679,"Or if no one dares do this, the people move to a sister village and place themselves under the leadership of the Chief there",One danger connected with the Chiefship is that the Chief misuses his position and his influence by forcing the villagers to do services for him for which they are not obligated. ,"There are Chiefs who refer to the time and care that they devoted to solving the difficulties of their followers, in order to force them to grant all sorts of services.",-1,"There are Chiefs who refer to the time and care that they devoted to solving the difficulties of their followers, in order to force them to grant all sorts of services. If this tyranny is not too oppressive, and above all not coupled with injustices, people put up with it. But if it becomes too bad, then they turn away from him and join up with another, who then appears as Chief as a sort of rival of the Chief...Thus the villagers would not readily choose as Chief someone who had many debts with the Mohammedan merchants on the coast, out of fear that he would misuse his influence in order to settle his debts, to which his creditors would all too readily urge him.",-1,One danger connected with the Chiefship is that the Chief misuses his position and his influence by forcing the villagers to do services for him for which they are not obligated. ,-1,-1,-1,chiefdom
680,10656,Respect among chiefs,680,-1,-1,-1,-1,-1,-1,"It also sometimes happened that a village chief made a name for himself among the other tribes through his clear vision and his wisdom, combined with great daring.",Such a person was then sometimes sought as an impartial judge to act as mediator in a dispute between two villages or tribes. ,-1,-1,chiefdom
681,10657,"War leader 
split record",681,-1,-1,-1,-1,-1,-1,"t is not primarily courage that is asked of the tadoelako, but knowledge of all sorts of signs that appear and the interpretation of them...the latter had to be a courageous man","In larger groups of warriors there were usually two tadoelako, one of whom had the leadership of the expedition and the other was in command during the attack",-1,-1,war party 
681,10658,"War leader 
split record",681,-1,-1,"For the most part, however, the village chief did not go with the troop, but remained at home in order to look out for the well-being of those who remained behind. ",-1,-1,-1,-1,"For the most part, however, the village chief did not go with the troop, but remained at home in order to look out for the well-being of those who remained behind. ",-1,-1,chiefdom
682,10659,"Benefit, protection in battle ",682,-1,-1,"Whenever a Chief fought along with the troop, a number of men always stayed in his vicinity in [Page 479] order to protect him",-1,-1,-1,-1,-1,-1,-1,chiefdom
683,10660,"Moral weight, costs ",683,-1,"If a Chief sins, then often the people have to suffer for it. ",-1,-1,-1,-1,-1,-1,-1,-1,chiefdom
684,10661,"Benefits, wives ",684,-1,-1,"Usually it is village chiefs who permit themselves this luxury, but we also knew several slaves who had two wives",-1,-1,-1,-1,-1,-1,-1,-1
685,10662,Supernatural ability of war leaders ,685,-1,-1,-1,-1,-1,-1,"Leaders ( tadoelako ) of a troop of warriors claim to be able to look at young men who want to go along into battle and see whether they will remain in the battle, then return from the expedition unscathed.",-1,-1,-1,war party 
686,10663,Distribution of land,686,-1,-1,-1,-1,-1,-1,By giving and taking the leader tries to satisfy everyone,"Sometimes quarrels about the distribution of the land are brought before the Chief, whenever the fellow tillers cannot mutually agree. 27 As a rule they submit to his judgment. ",-1,-1,unkown
687,10664,Leadership in planting ,687,-1,-1,-1,-1,-1,-1,-1,"The leader positions his men ...The leader walks in the middle of the row and sees to it that the men proceed evenly, so that no slot is missed",-1,-1,labor group
688,10665,"Sexual division, women leading panting ",688,-1,-1,-1,-1,-1,-1,-1,She gives directions as to where the different kinds of rice are to be planted: the places of the fast and of the slow growing types must be so arranged that one can harvest the former with one’s face turned toward the east without turning one’s back toward the still ripening ears of the latter,-1,-1,"labor group, female"
689,10666,"Job specific leader, spans group s",689,-1,-1,-1,-1,"Each group went under the leadership of an experienced saltmaker. If a village did not have such a person available, then they ranged themselves under the leader of another group. ",-1,-1,-1,-1,-1,specialist
690,10667,"Chief, summary ",690,-1,-1,-1,-1,-1,-1,"the qualities of courage, eloquence, generosity, organizational talent and resoluteness ","The chief did not rule; his job was to consult with the family heads on matters which concerned the village as a whole. He did not give orders, but could only persuade ",-1,-1,village chief
691,10668,,691,-1,-1,The tadulako was treated with great respect while in function and everything was done for him.,"He was responsible for all the members of the group and had to abstain from eating certain foods, doing certain things and using certain words while in enemy territory",-1,-1,"Most of the leaders of both kinds, however, were slaves. ","His job was to act as intermediary between the men and the anitu, the ancestors primarily concerned with head-hunting",-1,-1,head hunting leader
692,10669,FUnctions of headman,692,-1,-1,-1,-1,-1,-1,-1,The responsibility of the longhouse headman and other community elders is to see to it that correct fines and ritual sanctions are applied and every act of redress is looked upon as a triumph of adat that restores the social harmony and spiritual health of the adat community.,-1,-1,"headman, longhouse"
693,10670,Summary of political system ,693,-1,-1,-1,-1,"Thus Iban society was traditionally “acephelous” and totally without a centralized, hierarchical political order. Political power was dispersed between basically sovereign local communities, longhouses and kindreds",-1,-1,"While regional leaders sought to minimize the dangers of fratricidal conflict among their followers, their formal powers were limited almost entirely to the context of warfare",-1,aggression and territorial defence,local group
694,10671,Conflict resolution ,694,-1,-1,-1,-1,-1,-1,-1,leaders sought to restrain the parties involved and press them to accept negotiation or submit to ritualized conventions such as diving ordeals or contests with wooden clubs. ,-1,-1,local group
695,10672,Costs and functions of leaders,695,-1,leaders sought traditionally to avert betempoh because of the danger that people might be killed and actual fighting break out.,-1,-1,-1,-1,-1,"Leaders of the two sides were required, as a precondition, to pledge jars to compensate for deaths or injuries incurred by their followers",-1,conflict resolution,between group ritualized dispute contest
696,10673,Dispute settlement ,696,-1,-1,-1,"the longhouse headman and friends of the disputants, might even agree to make token compensation themselves, called sa-uta iring manok . In doing so, a speedy settlement was often achieved that avoided acrimony and possible loss of face by the principals.",-1,-1,-1,"Iban leaders sought to settle disputes, as far as possible, through negotiation and attempted to avert recourse to self-help and other means that might potentially lead to open violence",-1,-1,"headman, longhouse"
697,10674,"Complex legal system of sorts, leaders must know all this info",697,-1,-1,-1,-1,-1,"In offering counsel they are expected to cite the rules of adat that fit the case and, taking into account intent and possibly other factors bearing on the case, specify the fine or other sanction stipulated by these rules.",-1,-1,-1,-1,headman
698,10675,Augury linked to leadership ,698,-1,-1,-1,-1,-1,-1,"any man traditionally aspiring to leadership within the community, as a longhouse headman or senior family head, or within the wider region, as a war chief, migrational leader, or the head of a trading venture, was expected to possess a proficient knowledge of augury.",-1,-1,-1,"leader, multiple domains"
699,10676,Function of longhouse headman ,699,-1,-1,-1,-1,-1,-1,-1,"The responsibility of the headman is to look after the affairs of his anak-biak , or followers, and, as a matter of course, he is expected to know every aspect of customary adat ",-1,-1,"headman, longhouse"
700,10677,Utilitarian approach to resolution ,700,-1,-1,-1,-1,-1,-1,-1,"In other words, every leader attempts to resolve disputes in such a way as to assure a maximum degree of consensus between the principals involved, and, if the matter is a petty one, that is “a small thing”, he seeks, through private meetings, to make it “nothing”, and so avoid public litigation. ",-1,-1,unkown
701,10678,"Costs of leadership, quality of wealth ",701,Jars were formally pledged before the contest began and a leader's followers or hired champions would join his side only with assurance of compensation.,Jars were formally pledged before the contest began and a leader's followers or hired champions would join his side only with assurance of compensation.,-1,"If a man was killed during the betempoh , the leader of the party to which he belonged was required to compensate his family with a valuable jar.",-1,-1,a successful leader in the past had also to be a man of wealth,"If a man was killed during the betempoh , the leader of the party to which he belonged was required to compensate his family with a valuable jar.",-1,-1,-1
702,10679,Leaders organize combat?,702,-1,-1,-1,-1,-1,-1,-1,"betempoh required long preparation and was conducted under strict rules. Before it could take place, the contest had to be sanctioned by all of the leaders having authority within the larger region...These leaders also determined the time and place of the contest, negotiated the precise terms of its outcome, witnessed the agreement of the two parties to these terms, supervised and judged the contest itself and enforced strict compliance with the terms of the contestants' prior agreement. ",-1,-1,"leader, multiple domains"
703,10680,Qualities ,703,-1,-1,-1,-1,-1,-1,"Intelligent Ibans are anxious to be respected by their countrymen during and after their lifetime. In order to obtain respect, a man should be kind and just in his dealings with other people. He should be diligent, adventurous and brave in all that he does, in order to become a trusted leader.",-1,-1,-1,unkown
704,10681,Leadership on trading boats ,704,-1,-1,-1,-1,-1,-1,-1,"On accepting leadership, he must learn seriously the arts of sailing his own boat and the diplomacy he will need in contacting peoples in foreign countries. ",-1,commerce,traiding boat leader
705,10682,Military leadership ,705,-1,-1,-1,-1,-1,-1,"From his success in leading these battles he would be acclaimed by all the warriors in the country as a great warleader, tau serang , who has the power to declare war on the people of another country and responsibility for defending his country from the invasion of enemies.",the power to declare war on the people of another country and responsibility for defending his country from the invasion of enemies.,-1,-1,war party 
706,10683,"War leaders, costs",706,-1,-1,-1," this feast, the fifth of the nine stages of the gawai burong , should be held only by an experienced war-leader.",-1,-1,-1,"According to Sea Dayak custom, this feast, the fifth of the nine stages of the gawai burong , should be held only by an experienced war-leader",-1,-1,war leader 
707,10684,"Wealth, followers require ",707,-1,-1,-1,"If a man were killed in one of these fights, the leader of the dead man's party had to pay compensation to the family of the deceased...","If it appeared that he might not be able to pay such compensation, people would be reluctant to follow him.",-1,a successful leader had to be a wealthy man,-1,-1,-1,-1
708,10685,"Agricultural projects, functions ",708,-1,-1,-1,-1,-1,-1,-1,"when there are matters and problems affecting their community, these leaders are the people whom they can consult to find out whether there is any opposition, or in the case of new projects, to determine whether they are acceptable or not.",-1,-1,"leader, multiple domains"
709,10686,Perspective of leaders and followers ,709,"Their leaders, as well as enjoying the high regard which their subordinates show them, reciprocate by respecting the people under their jurisdiction; listen to their constructive ideas; show their sympathies to those who are ignorant; and allocate sound assignments to those who are capable of performing them",-1,"Their leaders, as well as enjoying the high regard which their subordinates show them,",-1,-1,-1,-1,-1,-1,-1,unkown
710,10687,War leader qualities ,710,-1,-1,-1,-1,"Lacking these qualities, the people will not share the same boat with him or will even totally refuse to go on war expeditions under his leadership.",-1,"he must show his chivalry, and that he has been entrusted by his predecessor as a chief's bodyguard to lead his men to war expeditions or invade others' lands. He must also be conversant with omens and dreams that can be used to lead his men in the expeditions before the people can acknowledge him as their leader. ",-1,-1,-1,war leader 
711,10688,"Women leadership tied to husband , ?",711,-1,-1,-1,-1,-1,"All women who are married to such prominent persons should, therefore, initiate good deeds in order to match with the courage and qualities of their husbands.",Wives of these heroes should also try to excel other women in various skills,-1,-1,-1,women's groups
712,10689,Social coordination ,712,The likelihood of attaining a high degree of cooperation was enhanced by the fact that group members aligned themselves with a particular leader as a matter of free choice and on the basis of shared goals,-1,-1,-1,individual achievement was inextricably linked with the ability to inspire and organize collective action,-1,"the very success and prestige of the great pioneers, warleaders, and farmers depended on their ability to maintain a solidary and cooperative group of followers and associates.",-1,-1,-1,"leader, multiple domains"
713,10690,,713,-1,-1,-1,-1,-1,"“the ultimate concern of all Iban leaders and indeed of all Iban is the preservation and continuity of the group, ",the ultimate concern of all Iban leaders and indeed of all Iban is the preservation and continuity of the group,-1,-1,-1,"leader, multiple domains"
714,10691,"Movement, strategy of leader ",714,-1,-1,-1,-1,-1,-1,-1,"An accomplished male with a reputation for leadership and military prowess would announce his intention to migrate ( mindah ) into new territory and invite other households, usually linked by ties of kinship, to join him",-1,-1,local group
715,10692,Warriors ship  leads to status ,715,-1,-1,such men were accorded the highest status and honor among their fellows.,-1,-1,-1,-1,-1,-1,-1,war leader 
716,10693,Leadership summary ,716,-1,-1,-1,-1,the strength of their leadership rested entirely upon their ability to attract followers ,-1,-1,-1,-1,-1,"leader, multiple domains"
717,10694,War as males leadership role ,717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,unkown
718,10695,Female equivalent of war leaders,718,-1,-1,-1,-1,-1,-1,"Thus in Iban oral literature, the headhunting heroes of Panggau Libau, marry the women weavers of Gellong, while in real life, women who are skilled in weaving are identified with men who have been on the warpath and who have taken heads. In particular, those women who are experienced in the ritual preparation of mordants used in the dyeing of cloth ( indu' tau' nakar, tau' ngar ) are said to be the female equivalent of great war-leaders",-1,-1,-1,local group
719,10696,Costs / strategy of leaders ,719,-1,-1,-1,-1,-1,-1,-1,"Those who had taken heads were able to celebrate their successes through the sponsorship of prestigious festivals, or gawai , thereby publicly proclaiming their social worth as warriors and leaders of the community",-1,-1,local group
720,10697,"Function, protection ",720,-1,-1,-1,-1,-1,-1,-1,"Every long-house community also has a tuai rumah or house headman, whose principal duty is the safeguarding and administering of the customary law. Within his community the tuai rumah is the custodian of adat , its juridicial warden and principal arbiter",-1,-1,"headman, longhouse"
721,10698,Dual domains of leadership ,721,-1,-1,-1,-1,"In every Iban long-house there are two offices of great importance--one secular and the other ritual.... And in long-house communities, able, though only middle-aged men often come to exert very considerable authority and influence....In all contemporary long-houses however, there is one man who holds the title of tuai rumah , or house headman. ",-1,"Here, the emphasis is not primarily on age, but on the personal qualities of the individual concerned.",-1,-1,-1,longhouse
722,10699,,722,-1,-1,-1,-1,"ban society is classless and egalitarian -- and its members, untramelled individualists, aggressive and proud in demeanour, lacking any taste for obeisance.",-1,"During his lifetime a man may acquire high prestige and become an honoured leader, but rank is not inheritable, and there is no institution of chieftainship",-1,-1,-1,unkown
723,10700,,723,"ban do subordinate themselves, albeit sporadically, to the authority of charismatic leaders, when they perceive it is opportune and advantageous to do so. ",-1,-1,-1,"Although the Iban concern for autonomy is particularly clear in the political and economic spheres, individual Iban do subordinate themselves, albeit sporadically, to the authority of charismatic leaders, when they perceive it is opportune and advantageous to do so.",-1,charismatic leaders,-1,-1,-1,-1
724,10701,Summary of leadership ,724,"achievement-oriented Iban both seek and follow effective leadership as and when the occasion demands it, yet remain ‘freedom-loving and autonomous’ (Freeman 1975:286) in response to the ‘egalitarian ideology",-1,-1,-1,-1,-1,"men of substance and prowess in action’ (1981:40), who secured the support of the gods and, thus, the special charisma in the eyes of others, which stemmed from this ‘numinous potency",-1,-1,-1,unkown
725,10702,Costs of leadership ,725,-1,-1,-1,"His influence is just as great as his expenses. His room is generally in the centre of the house or village, and he lays the foundation of the house or village first. He is responsible for all visitors and entertains them.",-1,-1, fatherly tenderness,There is a chief in every house or village who rules his followers with fatherly tenderness,-1,-1,longhouse
726,10703,Leadership open to women ,726,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,longhouse
727,10704,Female leadership ,727,-1,-1,-1,-1,-1, the key concept in Iban customary law is equality between women and men. This equality also applies to the assumption of leadership in the longhouse.,-1,"Women are not excluded from any part of the rituals, or meetings. In fact, no religious ceremony or conference can take place in the longhouse without them, since certain functions are the women's exclusive domain. According to informants, all important decisions are made by women and men together, and all work is shared between them.",-1,-1,longhouse
728,10705,"Wives of headman, but not always ",728,-1,-1,-1,-1,"At no time would this researcher observe any depreciation of the importance of a position because it was not held by a man. In fact, on many occasions men were observed doing jobs normally assigned to women, such as harvesting, tending to pepper gardens, and caring for the children.",-1,-1,who were in charge of innovating projects,-1,-1,longhouse
729,10706,Women lead when mean are away ,729,-1,-1,-1,-1,"Concerning decision-making, although ideally men and women participate together, in reality men and women are equally powerful. This",-1,"the women is left in full charge of her family's welfare, of the religious practices, and of the work in agriculture.",-1,-1,-1,local group
730,10707,Qualities ,730,-1,-1,-1,-1, The tuai rumah must inspire the confidence of his followers,-1,"skills in oratory, warfare, and farming, and his familiarity with adat , or customary law, in order to resolve disputes...The tuai rumah must inspire the confidence of his followers and exemplify the qualities of bravery, endurance, and determination that are essential for survival. Skill in farming and warfare is important ",-1,-1,-1,longhouse
731,10708,"Types of leadership, summary ",731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"leader, multiple domains"
732,10709,"Qualities, speech ",732,-1,-1,-1,-1,-1,-1,"verbally persuasive. Fluency and cleverness of speech ( landik bejako' ) are valued among the Ibans, and every successful leader at whatever level is an able speaker. ",-1,-1,-1,unkown
733,10710,Follower strategy ,733,"Yet, at the same time, the Iban is willing, even desirous, of giving his support to any leader from whom he anticipates rewards. 21",-1,-1,"Traditional leader-follower relations were built on exchange of loyalty for booty and heads. Present ones are based on kantau , gifts not infrequently of money.","There is both resistance to any appearance of submission and reluctance to the surrender of his independence on the part of the [Page 87] Iban, making the acquisition of followers and accumulation of political capital most difficult for the leader. ...Because of the fragile nature of ties between leaders and followers, the former constantly sought to re-inforce their holds on their anembiak (“followers”)",-1,-1,-1,-1,-1,-1
