c_name,c_cultural_complexity,rows,neel_total_cell_count,neel_for_prop,neel_against_prop,neel_total_for,neel_total_against,prest_total_cell_count,prest_for_prop,prest_against_prop,sccs.no,c_culture_code,documents,c_latitude,c_longitude,region2,c_region,c_subregion,c_subsistence_code,c_subsistence_type,Location,V79,V152,V156,V158,V158.1,V670,V20,V21,V22,ID4,V61,V63,V64,V69,V70,V72,V73,V75,V76,V77,V78,V79,V80,ID5,V81,V83,V84,V85,V93,V94,V200,V201,V207,V208,V210,V234,V235,V236,V238,V247,V270,V276,V573,V574,V575,V587,V664,V666,V669,V679,V756,V757,V758,V759,V760,V761,V762,V763,V764,V765,V766,V767,V768,V769,V770,V773,V774,V775,V777,V778,VAR00011(V780?),V785,V793,V794,V795,V796,V835,V836,V860,V866,V867,V868,V869,V902,V903,V905,V907,V910,V1133,V1134,,V1648,,V1649,V1650,V1683,V1684,V1685,FACT_2,FACT_3,dom_total_for,dom_total_against,prest_total_for,prest_total_against,dom_culture_score,prest_culture_score,neel_culture_score,vvstrat_culture_score,vvcoord_culture_score,dom_for_prop,dom_against_prop,dom_total_cell_count,vvstrat_total_for,vvstrat_total_against,vvstrat_prop_for,vvstrat_prop_against,vvcoord_total_for,vvcoord_total_against,vvcoord_prop_for,vvcord_prop_against
Ojibwa,20,37,148,0.006756757,0,1,0,259,0.069498069,0,127,NG06,15,52,-95.5,North America,North America,Arctic and Subarctic,1,foragers,Canada,Polygyny < 20% plural wives,100-199 persons,< 1 person / sq. mile,Egalitarian,20,Sexes unequal,None,None or barely adequate,Annual variation,Saulteaux      ,Seminomadic-fixed then migratory,100-199,< 1 person / 5 sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 61-89% (agamous),Overlapping kin ties,Entertainment,Single local leader and council,Patrilineal,Informal consensus,Polygyny < 20% plural wives,Nuclear Poygynous,Saulteaux      ,De Facto Autonomy,Stateless society,Absent,Absent,Priestly services,NA,North America,1,0-5% Dependence,Absence of Consideration,Small extended families,Seminomadic,50-99,Three levels,Absent or not reported,Patrilineal,absence among free men,absence of any such office,Absent,not important ,All three variables have a score of 0,None ,Present,NA,Plus taking wives from hostile groups,NA,None exist,Some overlab,Informal,Limited,NA,No leaders act independently,"No formal leadership, loss of power when support diminishes",Ude persuasion to help organized & structure group action,Broad base community council,Minimal collective decisions which impinge on peoples lives,"High or some:  excluded basis on gender, age, or kinship",Moderate: Disagreements do not result in high violence      ,"Moderate: Disputes may occur regularly, but manage w/ peace",Conflicting partiesfind solution on their own,Sometimes used,Rare or never,"Frequent, yearly",Highly variable,Absent,Moderate,High,Often move to another community,Not Great,Not Great,Occasional,None,Independent local communities,"Ambilineal, e.g. with nonunilineal ramages",Polygyny preferred by men with leadership attributes(chiefs),No Stratified polygny,"No, or unimportant","Yes, or Leaders have more wives than commoners",Yes,NA,No Special Respect for Man who Fights,Rarely or Never,"Avoided, Denounced, Not Engaged In",NA,4-10 conjugal relationships,Despotism absent: bias in the resolution of individual,,original code 2.5,,original code 2.25,original code 2.5,Low threat of severe natural disrupters of the food supply,Low threat of severre natural disrupters of the food supply ,Low or rare (original code 1),1 Item Present,2 Items Present,4,2,18,0,0.006756757,0.069498069,0.060810811,0.351351351,0.081081081,0.013513514,0.006756757,296,13,0,0.351351351,0,3,0,0.081081081,0
Ona,NA,3,12,0,0,0,0,21,0.285714286,0,NA,SH04,2,-54.5,-67.5,South America,South America,Southern South America,1,foragers,Argentina,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,origainal 4.5,,"Internal warfare occur every year, duriing particular season",original code 4.5,Moderately high threat of severe natural disrupters food sup,Moderate threat of severe natural disrupters of food supply ,"There are some ""hungry times"" during the year food is scarce",3 Items Present,4 Items Present,0,2,6,0,-0.083333333,0.285714286,0,0.666666667,0.333333333,0,0.083333333,24,2,0,0.666666667,0,1,0,0.333333333,0
Pawnee,25,12,48,0,0,0,0,84,0.023809524,0,142,NQ18,6,42,-100,North America,North America,Plains and Plateau,2,forager/food producers,United States,NA,NA,NA,NA,NA,NA,Individual households,Simple or adequate,seasonal variation,Pawnee         ,"Semisedentary-fixed core, some migratory",200-399,1 person / 1-5 sq. mile,Matrilocal or uxorilocal-with wife's kin,Bilateral- not a corporate kin group,Local endogamy 90-100%,Overlapping kin ties,Feasting and/or drinking,Single local leader and council,Patrilineal,Seniority,Polygyny >20% plural wives,Large extended,Pawnee         ,De Facto Autonomy,Stateless society,Peace group,Absent,Priestly services,NA,North America,6,46-55%,Absence of Consideration,NA,Semisedentary,200-399,Three levels,Present  but not active in human affairs,Matrilineal,dual,patrilineal heir,NA,NA,NA,NA,Present,Present,Plus interpersonal violence,frequent or endemic,NA,Distinct,Kinship constrained,Limited,Basically benevolent,Leaders secure support,NA,Ude persuasion to help organized & structure group action,Broad base community council,Collective decisions impinge on few aspects of peoples lives,"Moderate:some consultation present, low input from community",Mild or rare,"Moderate: Disputes may occur regularly, but manage w/ peace",Conflicting partiesfind solution on their own,Sometimes used,Rare or never,"Frequent, yearly",High,Present,Especially high,High,Rarely or never,Women excluded,NA,Women excluded,Some Positions,Single level of political integration,"Matrilineal, w/non-avunculocal residence","Polygyny preferred by most men, to obtain wives",Hereditary upper social class,exceptional skill in hunting,"Yes, or Leaders have more wives than commoners","No, or unimportant",Informal Leader Obeyed by Respect,"Some, not necessary to be a Warrior to have Influence","Yes, Usually or Always",Enjoyed and Has High Value,Absent or not mentioned,4-10 conjugal relationships,Despotism absent: bias in the resolution of individual,,original code 3.25,,Internal warfare seems to be absent or rare (original code1),original code 3.25,Moderately high threat of severe natural disrupters food sup,Don't know ,Low or rare (original code 1),1 Item Present,1 Item Present,0,5,2,0,-0.052083333,0.023809524,0.0625,0.416666667,0.333333333,0,0.052083333,96,5,0,0.416666667,0,4,0,0.333333333,0
Saami,18,27,108,0.12037037,0,13,0,189,0.031746032,0,52,EP04,7,65,21.5,Circum-Mediterranean,Europe,Scandinavia,3,pastoralists,Finland,Monogamy,fewer than 100 persons,1-5 persons / sq. mile,Hereditary slavery,18,Sexes equal,Individual households,Simple or adequate,year-round food supply locally,Lapps          ,Migratory,< 50,1-5 persons / sq. mile,Patrilocal or virilocal,Bilateral- not a corporate kin group,Local endogamy 11-39 % (agamous),Overlapping kin ties,Sacrafice other than human,Single local leader,Patrilineal,Informal consensus,Monogamy,Nuclear Monogamous,Lapps          ,Dependent totally,Stateless society,Absent,Absent,Direct subsistence production ,NA,Circum-Mediterranean,7,0-5% Dependence,Absence of Consideration,"Nuclear Family, Monogamous",Nomadic or fully migratory,Fewer than 50,Two levels,"Present, active, and specifically supportive",Bilateral,wealth distinctions,NA,Absent,NA,NA,NA,Absent,Absent,No items present,absent or occasional or periodical ,NA,Distinct,Kinship constrained,Somewhat Powerful,Basically benevolent,Leaders secure support,"No formal leadership, loss of power when support diminishes",Make relatively few decisions on own w/o consultation,"Individual(s), w/advice of dew advisors",Collective decisions impinge on few aspects of peoples lives,"Moderate:some consultation present, low input from community",Mild or rare,"Moderate: Disputes may occur regularly, but manage w/ peace",NA,Rarely or never used,Rare or never,Rare or never,Moderate,Absent,Moderate,Low,Sometimes,Significant,High,Occasional,None,Independent local communities,"Nonlineal/bilateral,i.e. w/o lineages though often w/kindred",Monogamy prescribed,No Stratified polygny,"No, or unimportant","No, or unimportant","No, or unimportant",NA,No Special Respect for Man who Fights,Rarely or Never,"Avoided, Denounced, Not Engaged In",Absent or not mentioned,NA,NA,,Warfare seems to occur constantly at any time of the year,,Internal warfare seems to be absent or rare (original code1),External warfare occur almost constantly any time of year   ,Moderately high threat of severe natural disrupters food sup,High ,Most members of the pop. usually do not have enough to eat ,2 Items Present,1 Item Present,4,5,6,0,-0.00462963,0.031746032,0.009259259,0.222222222,0.222222222,0.018518519,0.023148148,216,6,0,0.222222222,0,6,0,0.222222222,0
Santal,31,10,40,0,0,0,0,70,0.057142857,0,62,AW42,6,23.25,85.5,East Eurasia,Asia,South Asia,5,intensive agriculturalists,India,Polygyny < 20% plural wives,100-199 persons,100 persons / sq. mile,Egalitarian,31,Mythical Male,Individual households,None or barely adequate,seasonal variation,Santal         ,Permanent,100-199,101-500 persons / sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 11-39 % (agamous),Common religious ties,Sacrafice other than human,Single local leader and council,Patrilineal,Seniority,Polygyny < 20% plural wives,Small extended,Santal         ,Equal status in pluralistic society,Sovereignty 3rd or higher hierarchical level,International organization,Executive and Council,Foreign Commerce,Capitalistic enterprises,East Eurasia,6,66-75%,Bride-Price,Small extended families,Compact and relatively permanent settlements,NA,Three levels,Present  but not active in human affairs,Patrilineal,absence among free men,patrilineal heir,NA,NA,NA,NA,Absent,Absent,NA,NA,NA,Some overlab,Kinship constrained,Very powerful,NA,Leaders secure support,NA,Make relatively few decisions on own w/o consultation,"Individual(s), w/ elite council",Collective decisions impinge many aspects of peoples lives,"Moderate:some consultation present, low input from community",Moderate: Disagreements do not result in high violence      ,Mild or rare,Authorities often get invloved to achieve a settlement,Rarely or never used,Rare or never,Rare or never,High,done by leaders,Especially high,High,Sometimes,Women excluded,Significant,Women excluded,None,Single level of political integration,"Ambilineal, e.g. with nonunilineal ramages","Monogamy preferred, but exceptional cases of polygyny",No Stratified polygny,"No, or unimportant","No, or unimportant","No, or unimportant",Informal Leader Obeyed by Respect,"Some, not necessary to be a Warrior to have Influence",Sometimes,Considered a Necessary Evil,Absent or not mentioned,NA,NA,,original code 2.5,,Internal warfare seems to be absent or rare (original code1),original code 2.5,Moderately high threat of severe natural disrupters food sup,Moderate high threat of severe natural disrupters of food su,"There are some ""hungry times"" during the year food is scarce",3 Items Present,Absent,0,2,4,0,-0.025,0.057142857,0,0.1,0.2,0,0.025,80,1,0,0.1,0,2,0,0.2,0
Saramaka,26,1,4,0,0,0,0,7,0,0,165,SR15,1,3,-56,South America,South America,Amazon and Orinoco,7,other,Suriname,Polygyny >20% plural wives,100-199 persons,5.1-25 persons/ sq. mile,Egalitarian,26,Sexes equal,Individual households,Simple or adequate,year-round food supply locally,Saramacca      ,Permanent,100-199,1-25 persons / sq. mile,Avunculocal-w/husband's mother's brother's kin,Matrilineal-through female line,Local endogamy 40-60% (agamous),Overlapping kin ties,Sacrafice other than human,Single local leader and council,L  Hereditary w/ personal qualifications,NA,Polygyny >20% plural wives,Nuclear Poygynous,Saramacca      ,De Facto Autonomy,Sovereignty 2nd hierarchical level up,Absent,Single leader,Direct subsistence production ,NA,South America,3,46-55%,Bride-Price,Polygynous: Usual Co-wife ,Compact and relatively permanent settlements,NA,Three levels,NA,Matrilineal,absence among free men,matrilineal heir,Present,not important ,Only one of the three variables has a score of 1,For one activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two levels of supra-community intergration,"Matrilnineal, w/predominnatly avuncuolocal residence","Polygyny preferred by most men, to obtain wives",No Stratified polygny,"No, or unimportant","No, or unimportant","No, or unimportant",An Official Backed by Force,NA,NA,NA,Present,3 conjugal relationships or less,Despotism absent: bias in the resolution of individual,,Don't know or unclear (original code 8),,No resolved rating (original code 0),No resolved rating (original code  0) ,No resolved rating ,No resolved rating ,No resolved rating (original code 0),NA,NA,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Serbs,36,10,40,0.025,0.025,1,1,70,0.057142857,0,48,EF06,5,43.5,21.25,Circum-Mediterranean,Europe,Southeastern Europe,5,intensive agriculturalists,Serbia and Montenegro,Polygyny >20% plural wives,100-199 persons,26-100 persons  / sq. mile,Hereditary slavery,36,Mythical Male,Individual households,None or barely adequate,seasonal variation,Gheg Albanians ,"Semisedentary-fixed core, some migratory",100-199,26-100 persons / sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 11-39 % (agamous),By common residence only,Feasting and/or drinking,Single local leader and council,R Electoral Process,Patrilineal,Polygyny >20% plural wives,Small extended,Gheg Albanians ,De Facto Autonomy,Sovereignty 2nd hierarchical level up,Alliances,Council,Direct subsistence production ,NA,Circum-Mediterranean,5,56-65%,Bride-Price,Small extended families,Neighborhoods of dispersed family homesteads,200-399,Three levels,"Present, active, and specifically supportive",Mixed,absence among free men,patrilineal heir,Absent,not important ,All three variables have a score of 0,NA,Present,Present,Plus taking wives from hostile groups,frequent or endemic,Same life style,Distinct,Kinship Broad Choicd,Somewhat Powerful,Basically benevolent,Leaders secure support,No way other than rebellion or popular uprisings,Make relatively few decisions on own w/o consultation,"Individual(s), w/ elite council",Collective decisions impinge many aspects of peoples lives,"High or some:  excluded basis on gender, age, or kinship","High: Conflict present, not a pervasive aspect of daily life","Moderately High, often involving physical violence",Authorities often get invloved to achieve a settlement,Often used,"Frequent, yearly","Frequent, yearly",High,Present,Especially high,Extensive,Sometimes,Significant,High,Women excluded,None,Two levels of supra-community intergration,"Ambilineal, e.g. with nonunilineal ramages","Polygyny preferred by most men, to obtain wives",NA,NA,NA,"No, or unimportant",NA,A Great Deal; Important for every male,"Yes, Usually or Always",Enjoyed and Has High Value,Absent or not mentioned,3 conjugal relationships or less,Despotism absent: bias in the resolution of individual,,No resolved rating (original code 0),,No resolved rating (original code 0),No resolved rating (original code  0) ,Low threat of severe natural disrupters of the food supply,Moderate high threat of severe natural disrupters of food su,Low or rare (original code 1),NA,NA,1,1,4,0,0,0.057142857,0.025,0.3,0.1,0.0125,0.0125,80,3,0,0.3,0,1,0,0.1,0
Shluh,42,2,8,0,0,0,0,14,0,0,42,MW11,2,30.5,-8,Circum-Mediterranean,Africa,Northern Africa,5,intensive agriculturalists,Morocco,Polygyny < 20% plural wives,400-999 persons,100 persons / sq. mile,Hereditary slavery,42,Mythical Male,Individual households,Simple or adequate,seasonal variation,Riffians       ,Permanent,400-999,101-500 persons / sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 90-100%,Lacking/low compared to segments,Sacrafice other than human,Local councils,Patrilineal,NA,Polygyny < 20% plural wives,Large extended,Riffians       ,De Facto Autonomy,Sovereignty 2nd hierarchical level up,Peace group,Plural executive,Direct subsistence production ,NA,Circum-Mediterranean,4,46-55%,Bride-Price,NA,Compact and relatively permanent settlements,"One or more towns of 5,000-50,000",Three levels,"Present, active, and specifically supportive",Patrilineal,wealth distinctions,absence of any such office,Absent,not important ,All three variables have a score of 0,NA,Present,Present,Plus taking wives from hostile groups,frequent or endemic,NA,Distinct,Kinship Broad Choicd,Somewhat Powerful,NA,Leaders secure support,"Not removed in formal manner, lose influence & are ignored",Make relatively few decisions on own w/o consultation,Broad base community council,Collective decisions impinge many aspects of peoples lives,"Moderate:some consultation present, low input from community",Endemic: a reality of daily existence (ex. fueding),"Endemic: High physical violence, feuding, and/or raiding    ",Conflicting party resolve disputes using informal mechanisms,Often used,"Frequent, yearly","Frequent, yearly",Highly variable,done by leaders,High,Extensive,Often move to another community,Women excluded,NA,Women excluded,Some Associations,Single level of political integration,"Ambilineal, e.g. with nonunilineal ramages",Polygyny preferred by men of higher social class(wealth etc),Hereditary upper social class,"No, or unimportant","Yes, or Leaders have more wives than commoners","No, or unimportant",Everyone is on His Own,A Great Deal; Important for every male,"Yes, Usually or Always",Enjoyed and Has High Value,Absent or not mentioned,3 conjugal relationships or less,Despotism absent: bias in the resolution of individual,,original 1.625,,original code 1.25,original code 1.5,NA,Low threat of severre natural disrupters of the food supply ,Low or rare (original code 1),3 Items Present,3 Items Present,0,0,0,0,0,0,0.125,0,0,0,0,16,0,0,0,0,0,0,0,0
Sinhalese,NA,6,24,0,0,0,0,42,0.071428571,0,NA,AX04,4,7.89,84.38,East Eurasia,Asia,South Asia,5,intensive agriculturalists,Sri Lanka,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warfare seems to occur constantly at any time of the year,,Internal warfare seems to occur constantly any time of year ,External warfare occur almost constantly any time of year   ,Low threat of severe natural disrupters of the food supply,Low threat of severre natural disrupters of the food supply ,original code 1.5,1 Item Present,1 Item Present,0,0,3,0,0,0.071428571,0,0.333333333,0.166666667,0,0,48,2,0,0.333333333,0,1,0,0.166666667,0
Somali,28,21,84,0.023809524,0,2,0,147,0.074829932,0,36,MO04,5,5,46.21,Circum-Mediterranean,Africa,Eastern Africa,3,pastoralists,Somalia,Polygyny >20% plural wives,400-999 persons,5.1-25 persons/ sq. mile,Hereditary slavery,28,Sexes unequal,Individual households,None or barely adequate,year-round food supply locally,Somali         ,Migratory,400-999,1-25 persons / sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 0-10% (exogamy),Overlapping kin ties,Feasting and/or drinking,Local councils,S Seniority,NA,Polygyny >20% plural wives,Nuclear Poygynous,Somali         ,Semi-autonomous,Stateless society,Peace group,Absent,Direct subsistence production ,NA,Circum-Mediterranean,1,6-15%,Bride-Price,Small extended families,Nomadic or fully migratory,Fewer than 50,Three levels,"Present, active, and specifically supportive",Patrilineal,wealth distinctions,nonhereditary through election or other formal consensus,Absent,not important ,All three variables have a score of 0,NA,Present,Present,Plus taking wives from hostile groups,frequent or endemic,None exist,Some overlab,Informal,Very powerful,NA,No leaders act independently,"No formal leadership, loss of power when support diminishes",Ude persuasion to help organized & structure group action,Broad base community council,Collective decisions impinge many aspects of peoples lives,"High or some:  excluded basis on gender, age, or kinship","High: Conflict present, not a pervasive aspect of daily life","Endemic: High physical violence, feuding, and/or raiding    ",Authorities often get invloved to achieve a settlement,Often used,"Frequent, yearly","Frequent, yearly",High,done by leaders,Especially high,Extensive,Sometimes,Women excluded,NA,Women excluded,None,Two levels of supra-community intergration,"Ambilineal, e.g. with nonunilineal ramages","Polygyny preferred by most men, to obtain wives",Hereditary upper social class,"No, or unimportant","No, or unimportant","No, or unimportant",Informal Leader Obeyed by Respect,A Great Deal; Important for every male,NA,Enjoyed and Has High Value,Absent or not mentioned,NA,NA,,Warfare seems to occur once every 3 to 10 years(org.code  2 ,,Interal warfare seems to occur once every 3 to 10 years     ,External warfare seems to be absent or rare (orginal code 1),Moderately high threat of severe natural disrupters food sup,Moderate threat of severe natural disrupters of food supply ,Low or rare (original code 1),Absent,1 Item Present,1,0,11,0,0.005952381,0.074829932,0.011904762,0.428571429,0,0.005952381,0,168,9,0,0.428571429,0,0,0,0,0
Taiwain Hokkien,27,16,64,0.03125,0,2,0,112,0.133928571,0.008928571,113,AD05,7,24,121,Insular Pacific,Asia,East Asia,5,intensive agriculturalists,Taiwan,Monogamy,100-199 persons,5.1-25 persons/ sq. mile,Egalitarian,27,NA,Individual households,None or barely adequate,seasonal variation,Atayal         ,Impermanent-periodically moved,100-199,1-25 persons / sq. mile,Patrilocal or virilocal,Ambilineal- through one parent in each generation,Local endogamy 40-60% (agamous),Common religious ties,Sacrafice other than human,Single local leader and council,I  Informal Consensus,NA,Monogamy,Stem Family,Atayal         ,Semi-autonomous,Stateless society,Alliances,Absent,Direct subsistence production ,NA,Insular Pacific,1,56-65%,Bride-Price,Minimal extended families,Compact and relatively permanent settlements,100-199,Three levels,Absent or not reported,Mixed,absence among free men,nonhereditary through election or other formal consensus,NA,NA,NA,For one activity,Present,Present,NA,frequent or endemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Single level of political integration,Patrilineal,Monogamy prescribed,No Stratified polygny,"No, or unimportant","No, or unimportant","No, or unimportant",NA,NA,NA,NA,NA,NA,NA,,original code 3.75,,original code 3.5,original code 3.75,No resolved rating ,No resolved rating ,"There are some ""hungry times"" during the year food is scarce",Absent,2 Items Present,1,1,15,1,0,0.125,0.078125,0.4375,0.125,0.0078125,0.0078125,128,7,0,0.4375,0,3,1,0.1875,0.0625
Tarahumara,28,12,48,0,0,0,0,84,0.071428571,0,152,NU33,4,28,-107,North America,Middle America and the Caribbean,Northern Mexico,6,pastoral/agriculturalists,Mexico,Polygyny < 20% plural wives,200-399 persons,1-5 persons / sq. mile,Hereditary slavery,28,Mythical Male,Individual households,Complez or> adequate,seasonal variation,Huichol        ,Permanent,200-399,1-5 persons / sq. mile,Ambilocal-w/ either wife's or husband's kin,Bilateral- not a corporate kin group,Local endogamy 61-89% (agamous),Common religious ties,Sacrafice other than human,Too complex to be coded,D Divination,NA,Polygyny < 20% plural wives,Small extended,Huichol        ,Semi-autonomous,Stateless society,Peace group,Absent,Direct subsistence production ,NA,North America,9,46-55%,Absence of Consideration,Small extended families,"Seperated hamlets, forming a single community",400-1000,Three levels,NA,Bilateral,wealth distinctions,nonhereditary through election or other formal consensus,NA,NA,NA,NA,NA,Present,Plus rape institutionalized or reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Independent local communities,"Nonlineal/bilateral,i.e. w/o lineages though often w/kindred",Polygyny preferred by men with leadership attributes(chiefs),Hereditary upper social class,"No, or unimportant","Yes, or Leaders have more wives than commoners",Yes,NA,No Special Respect for Man who Fights,Rarely or Never,"Avoided, Denounced, Not Engaged In",NA,NA,NA,,original code 1.5,,original code 1.5,External warfare seems to be absent or rare (orginal code 1),NA,High ,Most members of the pop. usually do not have enough to eat ,3 Items Present,Absent,3,1,6,0,0.020833333,0.071428571,0,0.166666667,0,0.03125,0.010416667,96,2,0,0.166666667,0,0,0,0,0
Tikopia,28,22,88,0.068181818,0.011363636,6,1,154,0.025974026,0,100,OT11,3,-12.3,168.83,Insular Pacific,Oceania,Polynesia,4,horticulturalists,Solomon Islands,Polygyny >20% plural wives,400-999 persons,100 persons / sq. mile,"2 social classes, no castes/slavery",28,Sexes unequal,Individual households,Simple or adequate,seasonal variation,Tikopia        ,Permanent,400-999,101-500 persons / sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 61-89% (agamous),By common residence only,Feasting and/or drinking,Dual/plural headmen,Patrilineal,Seniority,Polygyny >20% plural wives,Nuclear Poygynous,Tikopia        ,De Facto Autonomy,Sovereignty 1st hierarchical level up,Peace group,Single leader,Political Office,NA,Insular Pacific,9,46-55%,Gift Exchange,Polygynous: Usual Co-wife ,"Seperated hamlets, forming a single community",400-1000,Three levels,Absent or not reported,Mixed,dual,patrilineal heir,Absent,not important ,All three variables have a score of 0,NA,Present,Present,Plus separate places for men,absent or occasional or periodical ,NA,Considerable Overlap between Leaders,Kinship constrained,Very powerful,Basically benevolent,Leaders secure support,No way other than rebellion or popular uprisings,Frequently act independently & make authoritative decisions,"Individual(s), w/advice of dew advisors",Collective decisions impinge many aspects of peoples lives,"Moderate:some consultation present, low input from community",Moderate: Disagreements do not result in high violence      ,"Moderate: Disputes may occur regularly, but manage w/ peace",Conflicting partiesfind solution on their own,Rarely or never used,Rare or never,Rare or never,High,Present,Especially high,Low,Rarely or never,Not Great,NA,Women excluded,Some Positions,Single level of political integration,"Ambilineal, e.g. with nonunilineal ramages",Polygyny preferred by men of higher social class(wealth etc),Hereditary upper social class,"No, or unimportant","Yes, or Leaders have more wives than commoners","No, or unimportant",Informal Leader Obeyed by Respect,No Special Respect for Man who Fights,NA,NA,Absent or not mentioned,3 conjugal relationships or less,Despotism absent: bias in the resolution of individual,,No resolved rating (original code 0),,No resolved rating (original code 0),No resolved rating (original code  0) ,NA,Don't know ,Don't know (original code 8),Absent,Absent,6,0,4,0,0.034090909,0.025974026,0.011363636,0.318181818,0.090909091,0.034090909,0,176,7,0,0.318181818,0,2,0,0.090909091,0
Tiv,29,14,56,0.071428571,0,4,0,98,0.071428571,0.010204082,16,FF57,7,7,9,Africa,Africa,Western Africa,4,horticulturalists,Nigeria,Polygyny >20% plural wives,400-999 persons,26-100 persons  / sq. mile,Hereditary slavery,29,Mythical Male,Individual households,None or barely adequate,seasonal variation,Tiv            ,Permanent,400-999,26-100 persons / sq. mile,Patrilocal or virilocal,Patrilineal-through male line,Local endogamy 11-39 % (agamous),Overlapping kin ties,Human sacrifice,Local councils,S Seniority,NA,Polygyny >20% plural wives,Large extended,Tiv            ,De Facto Autonomy,Stateless society,Peace group,Absent,Direct subsistence production ,NA,Africa,8,46-55%,Sister or Female Relative Exchanged,NA,Neighborhoods of dispersed family homesteads,200-399,Four levels,Absent or not reported,Mixed,absence among free men,absence of any such office,Present,very important,two of the three variables have a score of 1,NA,Present,Present,Plus taking wives from hostile groups,frequent or endemic,NA,Considerable Overlap between Leaders,Non-Hereditary,Somewhat Powerful,Capricious and arbitary,Leaders secure support,"Not removed in formal manner, lose influence & are ignored",Make relatively few decisions on own w/o consultation,Broad base community council,Collective decisions impinge many aspects of peoples lives,"High or some:  excluded basis on gender, age, or kinship","High: Conflict present, not a pervasive aspect of daily life","Endemic: High physical violence, feuding, and/or raiding    ",Authorities often get invloved to achieve a settlement,Sometimes used,Common,Common,Moderate,done by leaders,High,High,Often move to another community,Significant,High,Occasional,Some Associations,Single level of political integration,Patrilineal,"Polygyny preferred by most men, to obtain wives",No Stratified polygny,"No, or unimportant","No, or unimportant","No, or unimportant",Informal Leader Obeyed by Respect,No Special Respect for Man who Fights,NA,Considered a Necessary Evil,Absent or not mentioned,4-10 conjugal relationships,Despotism absent: bias in the resolution of individual,,"Warfare seems to occur every year, during particular season",,Internal warfare seems to be absent or rare (original code1),External warfare seems to occur every year particular season,Moderately high threat of severe natural disrupters food sup,High ,Some members of the population do not have enough to eat ,NA,NA,3,1,7,1,0.017857143,0.06122449,0.053571429,0.428571429,0,0.026785714,0.008928571,112,6,0,0.428571429,0,0,0,0,0
Tlingit,22,32,128,0,0,0,0,224,0.075892857,0,132,NA12,8,57.34,-133,North America,North America,Northwest Coast and California,1,foragers,Alaska,Polygyny < 20% plural wives,fewer than 100 persons,1-5 persons / sq. mile,"2 social classes, castes/slavery",22,Mythical Male,Individual households,Complez or> adequate,seasonal variation,Bellacoola     ,Permanent,50-99,1-5 persons / sq. mile,Patrilocal or virilocal,Ambilineal- through one parent in each generation,Local endogamy 61-89% (agamous),Overlapping kin ties,Entertainment,Single local leader,I  Informal Consensus,NA,Polygyny < 20% plural wives,Small extended,Bellacoola     ,De Facto Autonomy,Stateless society,Absent,Absent,Direct subsistence production ,NA,North America,2,0-5% Dependence,Gift Exchange,Small extended families,Compact and relatively permanent settlements,50-99,Three levels,Present  but not active in human affairs,Ambilineal,dual,absence of any such office,NA,NA,NA,NA,NA,Present,NA,frequent or endemic,NA,Considerable Overlap between Leaders,Non-Hereditary,Limited,Neither Malevolent nor Benevolent,Leaders secure support,"Not removed in formal manner, lose influence & are ignored",Ude persuasion to help organized & structure group action,"Individual(s), w/ elite council",Collective decisions impinge on few aspects of peoples lives,"High or some:  excluded basis on gender, age, or kinship","High: Conflict present, not a pervasive aspect of daily life","Moderately High, often involving physical violence",Conflicting partiesfind solution on their own,Often used,Occasional,Common,Moderate,Absent,Moderate,Moderate,Often move to another community,Not Great,Significant,Occasional,None,Independent local communities,Patrilineal,Polygyny preferred by men of higher social class(wealth etc),Hereditary upper social class,NA,NA,NA,Informal Leader Obeyed by Respect,"Some, not necessary to be a Warrior to have Influence",Sometimes,Considered a Necessary Evil,Absent or not mentioned,4-10 conjugal relationships,Despotism absent: bias in the resolution of individual,,,,,,,,,,,1,4,17,0,-0.01171875,0.075892857,0.0546875,0.5,0.09375,0.00390625,0.015625,256,16,0,0.5,0,3,0,0.09375,0
