,cs_ID,cs_textrec_ID,text_type,c_culture_code,c_name,c_region,c_subregion,c_subsistence_type,c_subsistence_code,c_latitude,c_longitude,c_cultural_complexity,demo_sex,c_name,hooper_coop.activities,hooper_group.size,hooper_payoff,hooper_performance,hooper_sanction.freeriders,c_name,hooper_total_against,hooper_total_for,prestige_counsel.f,prestige_emulated.f,prestige_expertise.f,prestige_family.f,prestige_followers.expect.success.f,hooper_coop.activities.f,hooper_group.size.f,hooper_payoff.f,hooper_performance.f,hooper_sanction.freeriders.f,subsistence2,region2,,c_name,hooper_total_against,hooper_total_for
705,10683,706,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
706,10684,707,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
707,10685,708,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
708,10686,709,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,horticulturalists,Insular Pacific,,,,
709,10687,710,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
710,10688,711,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,female,Iban,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
711,10689,712,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,1,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,evidence for,no evidence,horticulturalists,Insular Pacific,,,,
712,10690,713,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,unkown,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
713,10691,714,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
714,10692,715,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
715,10693,716,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
716,10694,717,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
717,10695,718,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,female,Iban,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
718,10696,719,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
719,10697,720,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
720,10698,721,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
721,10699,722,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
722,10700,723,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,unkown,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
723,10701,724,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
724,10702,725,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
725,10704,727,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,both,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
726,10705,728,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,female,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
727,10706,729,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,female,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
728,10707,730,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,both,Iban,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
729,10708,731,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
730,10709,732,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
731,10710,733,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
732,10711,734,cultural model,OC06,Iban,Asia,Southeast Asia,horticulturalists,4,2,113,23,male,Iban,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,Insular Pacific,,,,
733,10714,737,cultural model,OA19,Ifugao,Asia,Southeast Asia,intensive agriculturalists,5,16.83,121.17,31,male,Ifugao,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
734,10715,738,cultural model,OA19,Ifugao,Asia,Southeast Asia,intensive agriculturalists,5,16.83,121.17,31,male,Ifugao,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1209,10712,735,no coding,OA19,Ifugao,Asia,Southeast Asia,intensive agriculturalists,5,16.83,121.17,31,male,Ifugao,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1210,10713,736,no coding,OA19,Ifugao,Asia,Southeast Asia,intensive agriculturalists,5,16.83,121.17,31,male,Ifugao,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
40,10917,931,both,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,male,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
141,10915,929,case,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,male,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
142,10918,932,case,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,female,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
143,10919,933,case,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,female,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
910,10911,925,cultural model,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,male,Iroquois,0,0,0,0,0,,,,no evidence,evidence for,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
911,10912,926,cultural model,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,male,Iroquois,0,0,0,0,0,,,,evidence for,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
912,10913,927,cultural model,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,unkown,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
913,10914,928,cultural model,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,male,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
914,10916,930,cultural model,NM09,Iroquois,North America,Eastern Woodlands,horticulturalists,4,NA,NA,.,male,Iroquois,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,North America,,,,
26,10518,547,both,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
27,10522,551,both,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
559,10511,540,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,unkown,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
560,10512,541,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,unkown,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
561,10513,542,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
562,10514,543,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
563,10515,544,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
564,10516,545,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
565,10517,546,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
566,10519,548,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
567,10520,549,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
568,10521,550,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
569,10523,552,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
570,10524,553,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,male,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
571,10525,554,cultural model,MS14,Kanuri,Africa,Western Africa,intensive agriculturalists,5,12,12.25,.,unkown,Kanuri,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Africa,,,,
52,11215,1045,both,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1014,11026,1037,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,1,1,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,evidence for,agriculturalists,Insular Pacific,,,,
1174,11208,1038,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1175,11209,1039,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,unkown,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1176,11210,1040,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1177,11212,1042,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1178,11213,1043,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1179,11214,1044,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1180,11216,1046,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1181,11217,1047,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1182,11218,1048,cultural model,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,male,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
1213,11211,1041,no coding,OJ29,Kapauku,Oceania,Melanesia,intensive agriculturalists,5,3.68,136.13,29,unkown,Kapauku,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,Insular Pacific,,,,
639,10606,630,cultural model,AR07,Khasi,Asia,South Asia,other,7,25.8,91.5,.,male,Khasi,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,East Eurasia,,,,
640,10607,630,cultural model,AR07,Khasi,Asia,South Asia,other,7,25.8,91.5,.,male,Khasi,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,other,East Eurasia,,,,
641,10608,631,cultural model,AR07,Khasi,Asia,South Asia,other,7,25.8,91.5,.,male,Khasi,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,other,East Eurasia,,,,
45,10991,1004,both,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
978,10989,1002,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
979,10990,1003,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
980,10992,1005,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
981,10993,1006,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
982,10994,1007,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
983,10995,1008,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
984,10996,1009,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
985,10997,1010,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
986,10998,1011,cultural model,NR10,Klamath,North America,Plains and Plateau,foragers,1,42.5,-121.5,14,male,Klamath,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,hunter gatherers,North America,,,,
1135,11162,1195,cultural model,SC07,Kogi,South America,Northwestern South America,horticulturalists,4,NA,NA,.,male,Kogi,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1136,11163,1195,cultural model,SC07,Kogi,South America,Northwestern South America,horticulturalists,4,NA,NA,.,male,Kogi,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1137,11164,1196,cultural model,SC07,Kogi,South America,Northwestern South America,horticulturalists,4,NA,NA,.,male,Kogi,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
1138,11165,1197,cultural model,SC07,Kogi,South America,Northwestern South America,horticulturalists,4,NA,NA,.,male,Kogi,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,horticulturalists,South America,,,,
28,10548,574,both,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,agriculturalists,East Eurasia,,,,
29,10560,584,both,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
111,10550,576,case,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
112,10561,586,case,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,1,0,1,1,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,evidence for,evidence for,agriculturalists,East Eurasia,,,,
113,10563,588,case,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
592,10546,572,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
593,10547,573,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
594,10549,575,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
595,10551,577,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
596,10552,578,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,0,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
597,10553,579,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,unkown,Korea,0,0,0,0,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,agriculturalists,East Eurasia,,,,
598,10554,580,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,0,0,0,1,0,,,,no evidence,no evidence,evidence for,no evidence,no evidence,no evidence,no evidence,no evidence,evidence for,no evidence,agriculturalists,East Eurasia,,,,
599,10555,581,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,male,Korea,-1,1,0,1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,evidence against,evidence for,no evidence,evidence for,no evidence,agriculturalists,East Eurasia,,,,
600,10556,582,cultural model,AA01,Korea,Asia,East Asia,intensive agriculturalists,5,33.06,128.03,48,unkown,Korea,0,-1,0,-1,0,,,,no evidence,no evidence,no evidence,no evidence,no evidence,no evidence,evidence against,no evidence,evidence against,no evidence,agriculturalists,East Eurasia,,,,
