t_ID	split_record	t_text																															
602	No	"In Hsin Hsiang large numbers of girls wish to attend the classes, and it is the responsibility of the formal village leaders -- the mayor, the village representative, and the village Farmers' Association unit head -- to select the students. However, usually the village leaders wish to avoid any possible conflict or criticism over their choices, and, although some girls may meet the qualifications set up by the association better than others, straws are drawn to determine which girls will attend. The method all too often sends less qualified girls to the classes, and these often drop out before the course is over. Several Hsin Hsiang villagers have complained of the wastefulness of this method of choice, and claim that the village leaders are refusing to assume their full responsibility."																															
604	No	"There is little hope of real cooperation once serious conflict has broken out, but there is still incentive to settle--or at least to paper over the conflict, so the parties do not actively hinder one another's aims. The values of face and harmony are also important here. Particularly anyone aspiring to leadership must be able to cooperate, and will lose support if his actions are seen as divisive or a hindrance to others."																															
605	No	"But Cin-hieng is neither alone nor without opposition in his role of village leader. Many people feel that he treats people unfairly, dispensing favors to “his relatives” (mostly affines), and being short with others whose connections to him are not so close. There is no one leader or focus of the anti-Cin-hieng forces, but in 1972, the person with the most following was Kou Pou-kim, who represented Jiatian and three other li on the zhen council. Pou-kim was the eldest and most successful of the Kou brothers, and was counted a close cousin by the interior Ongs and their relatives on Back Street. People speaking about the village leadership would often contrast the generosity and good-heartedness of one of these men with the calculating, scheming stupidity of the other. The factions around these men were loose and rather small, and most families in the village managed to maintain reasonably good relationships with both leaders. Political power alliances in Ploughshare, like other social relations, are networks rather than aggregations of discrete groups."																															
606	No	"But in a wider Chinese society, as shown so clearly by Ho (1962) and as is obvious even in Matsu, wide-ranging status changes do occur. Matsu leaders, for example, enter politics not only to maintain their high status, but to increase it and, as we have mentioned, often lose it. We must conclude, therefore, that while face can be derived from solidarity, these two goals--one public and one private--of Matsu's political leaders are not one and the same."																															
607	No	"Two ultimate objectives or goals motivate Matsu Township political leaders to organize for political purposes. Matsu leaders seek local solidarity or unity, a community or publically-oriented goal. They also pursue “face” or prestige, a personal, privately-oriented goal. More immediate objectives, such as the election of a candidate to office or the building of new classrooms, are but means to these ultimate ends. Ironically, the organizational form utilized by Matsu leaders, the faction, all but makes impossible the attainment of solidarity and frequently leads to a decrease in the “face” of many leaders. In this chapter we first examine these two motivating goals (and consider whether they are one) and then analyze the faction, the most important organizational form in Matsu Township's community political system."																															
608	No	"A core leader had considerable influence within his native settlement. People at all levels come to him for advice and help. His suggestions and leadership will be followed. The core leader also has influence in other settlements, especially those which support his faction. For [Page 157] example, Township Executive Huang made a valiant, if unsuccessful, attempt to mediate the tangled Phoenix Settlement (A-NW) temple affair. Core leaders also play an important role in representing the township's interests with the outside, e.g. with the county government or party, the police Branch Bureau, and leaders of other townships."																															
609	No	"Being village headman or a neighborhood chief in Tatieh is a demanding job, but confers only limited prestige and authority. The headman makes no important decisions on behalf of the community without the explicit approval of the village council or household heads. His authority is restricted by public opinion, and his activities are subject to public review and criticism. Tatieh's headman came under attack on several occasions during my stay. In one instance he was reprimanded at a meeting of the village council for maintaining community records in a haphazard manner; criticism was initiated by a neighborhood chief of different surname, but others present, some agnatically related to the headman, joined in.
Because being a headman or neighborhood chief does not constitute an effective stepping-stone to personal profit or higher political office, these positions normally do not attract better educated, politically ambitious, or wealthier villagers. In my experience, headmen and neighborhood chiefs tend to be relatively uneducated men who enjoy a reputation for fairness, sound judgment, and public spirit."																															
610	No	"Since no government official was assigned to Ta-ch'i (except during the short-lived Nan-ya t'ing ), local administration was, as noted earlier, left to such local leaders A . The role of these leaders in the past can be surmised to some degree from the still significant influence of their modern counterparts in local affairs. Leaders are referred to as t'ou - chia or t'ou - jen , roughly translatable as “heads” or “bosses.” Their designation as such, more or less by consensus, is a recognition of their de facto power and prestige in the community. Wealth is the most salient qualification for leadership status, but by no means the only one. Others include structural position in various kin-based corporations, membership in a large and wealthy surname group, age, and ability to articulate various factional and communal interests. It is probable that these same attributes were important during the Ch'ing, but to them one should add possession of an imperial degree, an important additional qualification that greatly enhanced the prestige of its holder, and, at least in some areas, military prowess (cf. Meskill 1979)."																															
611	No	"At Pansileika it was my privilege to meet one of the chiefs of the Chukchi (the “errem”). A few generations ago the Chukchi, according to their story, had no chiefs and then it often happened that they used knives or spears when quarreling and that someone was seriously wounded or killed. In order to prevent such crimes, the Russians appointed two chiefs (most likely over the Reindeer-Chukchi nearest the Kolyma), and since then bloody fights have been rare. The chiefs are appointed by the oldest among the Chukchi, and are approved by the Russian Government, but carry no sign of 112 their very limited authority. They are only commissioners to whom the Chukchi bring their quarrels and who may turn the parties over to the Russian authorities if no settlement can be reached. The chiefs also act as middlemen in disputes between Chukchi and Russians, therefore, the honor of the appointment is usually bestowed upon someone who lives near the Kolyma. They are appointed for life but when a chief feels old, he retires voluntarily. One of the two chiefs had just died and his successor had not yet been appointed, so I met only the one who was left."																															
612	No	"The headman of the ulus is chosen by the princelings and elders of every ulus, without the participation of the local authorities and without balloting, from among the princelings, elders, or honored clansmen, every two years. But inasmuch as the frequent changing of the headman causes the Yakut an extra burden, it is considered that it would be better to choose the headman for three years."																															
613	No	"The nasleg princelings and the ulus headmen have no income allotted to them and receive no salary; on the contrary, the execution of their duties entails great losses for them; [Page 4] 1)the take trips at their own expense on state and community business; 2) when they leave home to go to town or 204 to other places, on errands connected with their duties, they pay their own expenses; 3) officials passing through on duty, lower-grade functionaries, religious and church functionaries, and private persons attracted to the naslegs and uluses for various affairs and personal needs are always given shelter in their houses and receive maintenance consisting of provisions and hay and enjoy rooms and lighting, for which the Yakut consider it offensive and dishonorable to demand payment. Therefore, in exchange for all these expenses, according to an ancient Yakut custom, by agreement among the nasleg and ulus communities, material assistance is given to the princelings and headmen in the form of money and sometimes provision apportioned according to their assumed daily losses. This assistance, although given voluntarily by the communities, is not shown in the estimate of community expenses as confirmed by the authorities, as there is no legal authorization for it. Using this as a pretext, some people who are personally hostile to the princelings and headmen undertake lawsuits, claiming excess requisitions, while others make no such claims. such complaints produce formal consequences, which cause the Yakut extreme pain. To end this situation, it is necessary to have legal authorization for the above-mentioned assistance, leaving the amount to the discretion of the nasleg and ulus communities."																															
614	No	"Mental and nervous disorders are rare in Little Andaman. Few natives are subject to epilepsy -- an important matter for the Onge: they consider such people as possessed by spirits who speak through their mouths, and respectfully question them as oracles. Several Onge chiefs, such as Chief Tch[unknown]ot[unknown]a of Tamb[unknown]e-[unknown]e-bui[unknown]e, are apt to go into trances that have all the appearance of epileptic fits. They were elected chiefs on the strength of their epilepsy!"																															
615	No	"Before the advent of the new civilization, the Arioto had divided up into at least ten distinct communities, but without any true tribal organization. They respected a form of chief, chosen by tacit consent for his personal qualities rather than by name or by birth-right; but the chiefs acted merely as paternal advisers, to be respected in times of trouble, with no illusions of authority. No one commanded, and none obeyed: all were content to follow the whim of the moment, with no conception of social obligation."																															
616	No	"There is some spontaneous recognition of individuals as ‘headmen’ as a result of some generally accepted superiority of physique or discernment, but the concept goes no further than the giving of some weight to their views within the group."																															
617	No	"As might be assumed from the results of observations made of other savage races, whose sole or chief occupation consists in hunting or fishing, the power of the chiefs is very limited, and not necessarily hereditary, though, in the event of a grown-up son being left who was qualified for the post, he would, in most instances, be selected to succeed his father in preference to any other individual of equal efficiency."																															
618	No	"At the death of a chief there is no difficulty in appointing a successor, even if he leave no son, for there is always at least one who is considered his deputy or right-hand man. As they are usually, on these occasions, unanimous in their choice, no formal election takes place; however should any be found to dissent, the question is decided by the wishes of the majority, it being always open to malcontents to transfer their allegiance to another chief, since there is no such thing as forced submission to the authority of one who is not a general favourite."																															
619	No	"Social status being dependent not merely on the accident of relationship, but on skill in hunting, fishing, &c., and on a reputation for generosity and hospitality, the chiefs and elders are almost invariably superior in every respect to the rest. They and their wives are at liberty to enjoy immunity from the drudgery incidental to their mode of life, all such acts being voluntarily performed for them by the young unmarried persons living under their headship."																															
620	No	"Though females, like minors (that is to say youths under 18), cannot be chiefs, the former have a similar position relatively among the women, to that held by their husbands among the men of the tribe. A chief's wife enjoys many privileges, especially if she be a mother, and in virtue of her husband's rank rules over all the young unmarried women and such also of the married ones as are not senior to herself. Should she become a widow she continues to exercise the same rights, unless she re-marries, when her social status depends on that of [Page 42] her husband. In the event, however, of the widow of a chief being young and childless, she returns to the home of her maiden days, and is in a measure lost sight of, as she sinks to her former position."																															
621	No	"The system of ‘Chieftainship’ does not, in its true sense, seem to exist among the Onges. There are no categorically defined chiefs at local group and island levels. But certainly found are the headmen (not very formally recognised) of smaller groups, not necessarily based upon kinship. The unit is normally a collectivity bifurcated from the main group, especially organised for hunting purpose. This headman caters to the needs of the members of smaller group. The system that such heads are always necessarily recognised at wider level, and that, to coordinate, [Page 85] they have a further head over them does not seem to be in existence. The headman, in fact, is primarily meant to look after petty affairs concerning intra-group life; but if need be, he can be used for resolving inter-group disputes. The position of such heads is neither hereditary nor acquired through formal elections. To recognise a head is something spontaneous, especially when some attention-drawing incidents occur. Age factor is not very vital for headmanship. The man who is physically sound and considered active and witty is picked up. The members of the group start considering his views and regard the same as more than those given by any body else. The headman's views carry weight and are attended accordingly."																															
622	No	"The Onges also believe in and recognise another kind of leadership whose background as well as the purpose are different to what has already been stated. This is formed of professional experts in different fields. Their specialisation has given them important position in society. Such people are recognised as professional leaders. Though these men cannot exert as forcefully as the other kind of leaders do, they are esteemed in important position and are rated above an average individual, without any specialisation. Being skilled, such professional leaders fulfil specific purposes. For example Okolai is expert in hut-making; Ketorai in canoe-making and Kanjo in making iron implements. Likewise, there is a Kuvera to look after religious matters."																															
623	No	"Besides the respect for seniority there is another important factor in the regulation of the social life, namely the respect for certain personal qualities. These qualities are skill in hunting and in warfare, generosity and kindness, and freedom from bad temper. A man possessing them inevitably acquires a position of influence in the community. His opinion on any subject carries more weight than that of another even older man. The younger men attach themselves to him, are anxious to please him by giving him any presents that they can, or by helping him in such work as cutting a canoe, and to join him in hunting parties or turtle expeditions. In each local group there was usually to be found one man who thus by his influence could control and direct others. Amongst the chief men of several friendly local groups it would generally happen that one of them, by reason of his personal qualities; would attain to a position of higher rank than the others. Younger men would be desirous of joining the local group to which he belonged. He would find himself popular and respected at the annual meetings of the different groups, and his influence would thus spread beyond the narrow limits of his own small community."																															
624	No	"The above statement is not quite in agreement with what has been written by Mr Man on the same subject, and what he [Page 46] says is therefore reproduced here. “Their domestic policy may be described as a communism modified by the authority, more or less nominal, of the chief. The head chief of a tribe is called maia igla and the elders, or sub-chiefs, i.e. those in authority over each community, consisting of from 20 to 50 individuals, maicla . The head chief, who usually resides at a permanent encampment, has authority over all the sub-chiefs, but his power, like theirs, is very limited. It is exercised mainly in organising meetings between the various communities belonging to his tribe, and in exerting influence in all questions affecting the welfare of his followers. It is the chief alone, as may be supposed, who directs the movements of a party while on hunting and fishing expeditions, or when migrating. It is usually through his intervention that disputes are settled, but he possesses no power to punish or enforce obedience to his wishes, it being left to all alike to take the law into their own hands when aggrieved. The aryoto and eremtaga in each tribe have their own head chief, who are independent the one of the other. As might be assumed from the results of observations made of other savage races, whose sole or chief occupation consists in hunting or fishing, the power of the chiefs is very limited, and not necessarily hereditary, though, in the event of a grown-up son being left who was qualified for the post, he would, in most instances, be selected to succeed his father in preference to any other individual of equal efficiency. At the death of a chief there is no difficulty in appointing a successor, there being always at least one who is considered his deputy or right-hand man. As they are usually, on these occasions, unanimous in their choice, no formal election takes place; however, should any be found to dissent, the question is decided by the wishes of the majority, it being always open to malcontents to transfer their allegiance to another chief, since there is no such thing as forced submission to the authority of one who is not a general favourite. Social status being dependent not merely on the accident of relationship, but on skill in hunting, fishing, etc., and on a reputation for generosity and hospitality, the chiefs and elders are almost invariably superior in every respect to the rest. They and their wives are at liberty to enjoy immunity from the [Page 47] drudgery incidental to their mode of life, all such acts being voluntarily performed for them by the young unmarried persons living under their headship 1 .”"																															
625	No	"Where Mr Man speaks of the “authority” of the chiefs it would be better to speak of “influence.” Of authority the leading men have little or none, but of influence they have a good deal. Should any one venture to oppose a popular chief he would find the majority of the natives, including many of his friends, siding against him. The words “chief” and “authority” seem to imply some sort of organised rule and procedure, and of this there is nothing in the Andamans. Mr. Man also implies that in each tribe there is always one recognized headman, but in reality each tribe may possess two or three leading men in different parts of the country, each with his own following. In any case a man's influence is largely confined to his own local group, for it is only at the annual meetings that the men of other groups come in contact with him."																															
626	No	"I have referred in a number of places to ‘headmanship,’ and it is at last possible to explain the nature, duties, and privileges of a ‘headman.’ In any village at least one man—and often two, three, or occasionally even more—is referred to by the term nokma, which is generally—though badly—translated as ‘headman.’ These nokmas wear no symbol of their position which would permit a stranger to recognize them, but any villager can name and point out the individuals in his village who rate this title.
To explain how a man becomes nokma, it is first necessary to refer once more to the lineage structure of the village. It is simplest to consider villages with a single main lineage first. Just as one household of each cooperating group is considered to be senior by virtue of the fact that all the other households have “come out” from it, one household is the most senior of the whole village, since all of the houses ultimately “came out” from it. The process may, of course, have involved many stages, but the senior household is ordinarily considered to be that of the first nokma. Normally the nokma, like any other man, looks for a ‘nephew,’ that is, a younger man from his own lineage, to come and be his son-in-law and heir. In this case, the ‘nephew’ not only becomes the heir to the house and property but also [Page 224] succeeds to the ‘headmanship’ when his father-in-law dies. Inevitably the nokmas of many villages have grown up in a different village, and belong to a different sib and to the opposite moiety from the people of the main village lineage. A nokma should, however, be a member of the same lineage and from the same village as the previous nokma, so generally a succession of ‘headmen’ are members of one village and lineage by descent but hold the status of ‘headman’ in another village by virtue of being married to the women who are successively chosen as heiress in the senior house of the village."																															
627	No	"“The chiefs known as nokmas and the head men of families assemble in a council called jingma changga [which in modern Garo simply means “to assemble in a crowd”] and endeavor to reconcile all those of the clan who have disputes; for it would not appear that they have a right to inflict any punishment unless a man should be detected in uttering a falsehood before them, in which case he would be put to instant death, more from popular indignation than from a regular progress of justice. Dishonesty or stealing seem rarely to be practiced, and almost the only source of dispute seems to be murder, which would appear to be an ordinary crime. But the relations of the person killed are, by custom, held bound to demand blood for blood, and ought to put to death either the murderer or one of his kindred, or at least one of his slaves. The other family then is bound to pursue a similar mode of retaliation, and the feud would thus continue endless, unless the council interfered and brought about a mutual reconciliation, which it is usually able to effectuate, by inducing the parties to accept a price for the blood that has been split. Although every head of a family has an equal right to sit in their assemblies, the influence of the chiefs, or of one or two wise men usually decides everything."																															
628	No	"The Garos live by agriculture. People living in the hills have, as their sole occupation, jhum cultivation; those who have lands at the foot of the hills fit for plains cultivations do as the plains people do. Jhumming is a hard process of hills cultivation; it requires clearance of jungles and sometimes felling of big forests every two years for, the hilly lands and particularly those of the Garo Hills are not fertile enough to produce crops perennially. In this district the hills where jhum cultivation can be raised are known as aking lands; and the hills are divided into hundreds of akings. Every hills village has had a headman who is called aking Nokma and who has a considerable amount of influence over others. It is the duty of the aking Nokma to distribute the aking lands for jhumming equitably amongst the families living in the village under him. While doing so the Nokma keeps some lands for himself and his family also."																															
629	No	"The judicial authority of the Garo is based on the institution of Nokma. Nokma looks after the village land as well as members of the village. The village judiciary system started with the a’king Nokma or Songni Nokma and the clan elders of that village. Nokma took the leadership in all village activities and since he was supposed to be a warrior, he was not expected to hesitate to punish the guilty if he suspected [Page 44] a foul play. In the past the Garo principle was ‘blood for blood, head for head’. A villager could not go across the neighbouring village, without fear of being killed by the residents of that village without any excuse. Garos did not tolerate people crossing over from other villages. The physical strength was the determining factor in exercising the authority over each other in those days. That was the reason why the warriors were expected to be powerful, strong and ferocious, and attack on slightest provocation. They attacked strangers with the same alacrity as they would hunt the wild animals. Killings were the order of the day."																															
631	No	"(i) The Chief . The chief was the executive head of the state. The office of chief was reserved to the ruling clan of that particular area (ka hima). Representatives of other clans could not be considered for the chieftainship. The ruling clan was known as jait Syiem. The jait Syiem was made up of different sub-clan (kpoh) and families (ki iing). These were important because even all members of the jait Syiem though having a common ancestress (ka lawbei) were not eligible to serve as chief. Only the male members of a particular family from a designated sub-clan were eligible. Among the eligible male members the choice of chief was generally made on the basis of seniority. While women were debarred from serving as chief, eligibility was determined by the candidate's matriliny. In other words, the mother determined who would be the ruler of the state. The system of succession was clearly defined in customary law. The first choice went to the eldest son of the appropriate mother. A chief was usually succeeded by his next uterine brother. In some states, such as Cherrapunji, 12 these brothers in effect served as deputy chiefs (Syiem khynnah). The hereditary office was for the life time of the holder.
The chief played a prominent role in all social, religious and festive gatherings as well as in the market place. He was respected by all people of the state and his visits to the villages of the state [Page 15] were marked with due respect. People were always ready to help the chief at any time."																															
632	No	"This loyalty to the tribe is expressed through various institutions - the annual hunt, often known as the Santal ‘Parliament’ or ‘High Court’; a local council which comprises the headmen of five villages and is a court of appeal from village decisions; and the village meeting which determines day-to-day affairs. For deciding disputes or village matters, male Santals of the village meet as one. The manjhi or headman acts as president and may often give the meeting a firm lead. But the accepted principle is that no one may overrule any one else, that agreement is vital and that the sense of the meeting should prevail. Santal officials in fact are the servants, not the masters of the village and their role is purely functional. The headman summons village meetings, organises the annual festivals and administers communal property. The paranik or deputy headman collects rents and taxes, and the godet or village messenger is a means of summoning villagers to a meeting. The naeke or priest conducts the sacrifices but only on the villagers’ behalf and even the jogmanjhi, or superintendent of youth, has little independent power. His duty is to prevent scandals and arrange marriages. But if a boy or girl offends against the tribal code, they are brought before the villagers as a whole, and it is these whose judgement settles the matter. At the Mag festival each year, village officials surrender their offices and, although this is mainly a matter of form, it is a pointed reminder that their tenure depends upon the village will. If an official dies, the villagers choose his successor. A member of his own family is normally appointed but in theory there is no bar to the choice of someone else. Within the village, Santals govern Santals."																															
633	No	"When a breach of rule occurs, the offender is either seized and brought before the local headman or a complaint is lodged before him. The headman summons the villagers to a kulhi durup’ - ‘a sitting in the street’ - the matter is then talked out, each side putting its case, and finally agreement is reached. If the matter is either fairly unimportant or is capable of being adjusted, the offender is required to pay a fine and in certain cases damages. But whatever is imposed must be paid at once. If it is not, the guilty party is exposed to a form of limited excommunication - pante begar - ‘exclusion from the line’."																															
634	No	"The chief official is the manjhi or village headman. In villages where rent is payable by the village as a whole it is the manjhi who collects it and makes payment. All abandoned holdings, and waste land are in his charge. He is the custodian of village property—the communal wells, roads, bandhs and grazing grounds and is empowered to requisition village labour in order to repair them. His duty is to maintain the manjhithan or founder’s shrine and to administer the jaher or sacred grove. If the grove is getting thin and there is no other grove in the village, he must have it planted up with saplings. If a bonga tree dies, he must arrange for the naeke to shift the bonga to a new tree and if necessary, to change the grove. He is also charged with disposing of the dead timber. If the manjhithan requires a new pole, he can allot the wood for this purpose. Otherwise he can allow a member of the village to use it after due sacrifice. Besides maintaining this religious property, he must also see that the year’s festivals are duly performed, that every householder contributes and that in the ceremonies of birth, death and marriage the whole village participates. If sickness breaks out in the village, he must summon a meeting and arrange special sacrifices. When a dispute arises or a tribal offence is committed he must summon the village meeting and preside at its discussions. At the end of the meeting he interprets the sense of the village and announces its decision. Finally if a major criminal offence is committed he must arrest the offender and inform the authorities."																															
635	No	"Bitlaha: It means to outcast a Santal from society. This outcasting takes place by the order of the assembled members of the Panchayat. It is resorted to when a Santal woman indulges in sexual intercourse with either a diku (non-Santal) or with a person of the same sept. If any one commits such an offence the headman of the village in question calls his neighbouring colleagues together and informs them of the matter; if the people hold that the case is not proven, then those who started the rumour are severely punished. If it is proved, the assembly gives an order for outcasting and they proceed to carry it out the day after the annual hunt. "																															
636	No	"The importance of the headman’s function in Santal society can be explained by the fact of an elaborated judicial code 11 by the existence of assemblies operating mostly at inter-village level, aimed at controlling the headman’s authority. Here, a slight difference prevails among the Munda, Ho and Santal society. The Santal have long forgotten their original megalithic culture and now immerse a few bones of their dead in the river. This symbolical dispersion of the bones seems opposed to the careful collection of village founder descendants in Ho and Munda villages where in multi-clanic villages, each clan has its own range of funeral stones. In Santal society, the final dispersion of the bones — which are, however, kept for a certain time under the family roof — evokes the scattering of the kinship groups. The kinship-based groups are still connected with a place of origin conceptualized as a place from which each group of ancestors came. The origin of the twelve original Santal clans is mythical and the migration of ancestors led to another consequence: the segmentarization of the twelve original clans into 160 sub-clans. This segmentarization is reflected at the religious level where each sub-clan becomes a cult group which identifies itself with a deity and a place of origin. Unlike the other groups, the place of origin is not represented by the village itself (as [Page 11] emphasized in the village founder principle) but is asserted to have been lost and is symbolically represented by an uncultivated spot between the forest and the village. In this case, those responsible for kinship-based cults form a corporate group having authority in secular as well as religious matters."																															
637	No	"While we observe that the definition of the priest is still identical in the four tribes, the Santal, with more clan fights, have developed a more segmented clan system: at this stage, the subdivision of the twelve original clans in numerous sub-clans has given grounds for rivalry and factions. Therefore, it is not surprising that they have developed a more elaborate leadership which itself offers locus for contradiction. The institution of headman, though embedded in ritual (the cult offered to the headman’s ancestors who were generally the previous headmen of the village), provides also individual talent: a good manjhi, “headman”, knows [Page 12] how to refer to the Santal judicial code and how to manipulate the suspected culprits through oaths and ordalies. He knows the oratory art which confers on him power and prestige. A good headman, however, is not a man of intrigue. Thus a Santal saying tells us that: “the headman’s wife cannot be a witch”; in other words, the headman enjoys a benevolent wordly power which is the opposite of the shady power of witches, those who, having died by accident, have never become good ancestors."																															
638	No	"The village headman, or m[unknown]ańjhi, is the man of greatest consequence in the community. The post is hereditary, and it passes ordinarily to the eldest son of the former headman. When the direct line of succession fails through lack of sons or from incapacity on the part of the natural heir, the office passes on to a brother or near relative on the paternal side. The history of the village is preserved in the tradition handed down concerning the headman’s ancestry. For example, at Sarenga they tell a story of the three brothers who were the founders of the village and divided the village offices between them. Among them Lokhon has acquired the greatest measure of renown, and he is commemorated by a shrine outside the present village. The story is told that he died suddenly, and before the news of his death had spread through the village his spirit took possession of a young man sitting in the courtyard of a house some distance away, and through him Lokhon told the villagers that they were to make a special shrine for him. There is a ceremony at the beginning of each new year which suggests that at one time the appointment of the headman, [Page 8] together with that of all the other officials, was renewed annually, but there is little reality in it at the present day and the post is held for life. He is the spokesman of the villagers in all matters affecting their temporal welfare. In the original settlements it was usual for two or three brothers to start the new village together. The eldest brother assumed the leading position, and all the lands cleared or claimed for the future were in his gift. The cultivable land was divided equally after some portions had been reserved for the officials in recognition of the services they would be called on to perform for the benefit of the community, and the headman received the biggest share of the reserved land. As the village grew, others came to settle. Some became the tenants of the headman, fleeing from the oppression of landlords elsewhere. Others came into the village by marrying daughters of the first settlers. So it comes about that the family of the headman is the most substantial in the village. During the course of years, however, even the headman has in the majority of cases lost his original rights to a non-Santal landlord and has himself become an under-tenant, in spite of which his family has maintained its favourable position in relation to the rest of the villagers. In some cases he has also been able to acquire the rights of other tenants who have defaulted for one reason or another in paying rent. In addition to land, the headman receives other payments which he can use for his own benefit. Thus, when an offender against tribal custom is fined the headman receives a fourth of the total amount. During the spring hunts he receives a part of the flesh of every animal slain by a man from his own village. During the marriage ceremonies he occupies an important position throughout, and when a new bride is coming to his village her father has to pay a rupee to him before the party sets out from her home. At all times he is treated with great respect, especially by the younger members of the community. A marriage party always pays its respects first at his house, and at festivals, when the young men go dancing through the village street, they start outside the headman’s house."																															
639	No	"The Headman with the assembly decides all matters of a socio-religious, legal and quasi-legal nature of the village. They are the fountain-heads of justice and custodians of Santal customs and manners, the first court of law both civil and criminal, for the Santal is generally averse to litigation in legally constituted courts, and prefers the arbitration of his village-elders.
To go into details, the Headman with his assembly will raise subscriptions for the public festivals like the December Harvest-Home, for religious feasts, and for offering libations to the deities of serious epidemics affecting the tribe. In all cases of marriage and funerals, the Headman and his advisory body must attend. Such ceremonies without them are unthinkable to the Santal."																															
641	No	"When the parties are found guilty by the assembly, the Headman, who took cognisance of the offence initially, gets his credit, but if the evidence shows that the accused persons are not guilty, he is himself seriously punished."																															
642	No	"The leadership of the tribe, whether social or socio-religious as exercised by the Headman or the Priest, is exercised with due restraint because of the check imposed by the consultative body known as “Mo n re n hò[unknown]r.” Thus Santal tribal judgments have that provision for justice and fair-play which all civilised societies crave."																															
643	No	"When the sinakkara titles to Kudawewa and Ulpathgama were first issued the Gamar[unknown]ala owners of the land acted effectively as leaders and the land was cultivated. Now that the original leaders are dead, the land has been virtually abandoned, even though the economic rewards of rice cultivation are much greater than before. Today, because of the lack of leadership, each individual owner has to work his own particular share to the best of his own ability. This necessarily restricts the use of the land to chena cultivation, for proper paddy cultivation requires irrigation and that would mean collective enterprise under a leader."																															
644	No	"As headman, he had jurisdiction over Rangama and several other hamlets [Page 127] in the area, including the next village to the south. When he died, he was residing in that village in order to look after the very substantial landholdings he had built up there during his term as headman. Since he was considered a man of wealth by local standards, his daughter enjoyed certain privileges which do not normally accrue to Rangama women. Generally, the wealthier the household, the more likely it will be that work will be so organized as to free members of the family for educational pursuits.
They do work a plot for condiments and some vegetables, however. Many of the Dissanayake’s Rangama landholdings are leased by others, and they also profit somewhat from moneylending. Moreover, the death of K.B.P. Dissanayake left them with prospects of eventually acquiring more landholdings in Rangama and elsewhere. During his term as headman, K.B.P. took advantage of opportunities to invest money in land and managed to build up very substantial holdings. As of 1965, he was the largest single landholder in Rangama as well as in the next village to the south. At present this land is still undivided."																															
645	No	"Theoretically, we should find ‘effective pavula ’ emerging here as factions surrounding these leaders, for here is the centre of the struggle for power and prestige among the elite of this village. Morapitiyans do engage in a great deal of factional dispute; 6 they quarrel constantly, but they change allies with each issue, and it is quite possible—and it often happens—that the same two individuals play simultaneously the roles of enemies and allies in two different affairs. What remains constant in this context is the structure of leadership. For every dispute, each of the sides is formed around at least one of these four elements of leadership. The leaders remain constant; their supporters change from issue to issue."																															
646	No	"The shops also, of course, have a profound influence on the social life of the village. The shopkeepers are regarded as worldly and sophisticated men who are intimately acquainted with the distant life of towns, and they are often accepted as leaders and looked up to by the villagers. The sophistication carries the implication, at the same time, that monetary matters are to be kept distinct from kinship and should be treated in an unsentimental fashion. This is probably the most unpleasant aspect of shopkeeping for the villagers. In small Sinhalese villages, kinship obligations are given great attention. The kin group is a mutual insurance association: the members aid each other in times of difficulty. The shopkeeper who starts his enterprise in his own village soon finds himself faced with impossible demands from his kinsmen. But if he wishes to stay in business, he must disregard the claims for special credits from his close kinsmen, for the final goal of these persistent kinship claims is to erode the kinsman who has become relatively wealthy down to the level of the rest of the family. Unfortunately for the shopkeeper, if he resists the claims, the kin group becomes poisoned with ill-feeling.."																															
647	No	"The Village Headman in a Kandyan village is often an influential person. He received a salary of about 125 rupees a month (in 1955), depending on seniority. In Walapane the Village Headman’s area was known as a wasama, and since the villages were large, there was usually only one village in the wasama . In the case of the headman of Terutenne, the wasama (known as the Bolagandawela Wasama ) included some further villages ten miles away, deep in the jungle, like Arukwatta and Korahana. The substantial amount of government financial assistance to the villages, which passed through the Village Headman’s hands, made it possible for him to influence the fortunes of humble families very considerably."																															
