cs_ID,cs_textrec_ID,cs_code_ follower.benefits,cs_code_ follower.costs,cs_code_ leader.benefits,cs_code_ leader.costs,follower.benefits_fitness,follower.benefits_mating,follower.benefits_other,follower.benefits_reduced.risk.harm.conflict,follower.benefits_resource_food,follower.benefits_resource_other,follower.benefits_social.services,follower.benefits_social.status.reputation,follower.benefits_territory,follower.costs_fitness,follower.costs_increased.risk.harm.conflict,follower.costs_mating,follower.costs_other,follower.costs_resource_food,follower.costs_resource_other,follower.costs_social.services,follower.costs_social.status,follower.costs_territory,function_bestow.mate,function_organize.cooperation,function_political.appointments,function_resolve.conflcit,functions_construction.infrastructure,functions_context,functions_control.calendar,functions_control.economics,functions_control.immigration,functions_council.member,functions_distribute.resources,functions_group.determination,functions_group.representative,functions_hospitality,functions_medicinal,functions_military.command,functions_moral.authority,functions_new.settlement,functions_policymaking,functions_prosocial.investment,functions_protection,functions_provide.counsel,functions_provide.subsistence,functions_punishment,functions_ritual,functions_serve.leader,functions_social.functions,functions_strategic.planning,leader.benefits_fitness,leader.benefits_mating,leader.benefits_other,leader.benefits_reduced.risk.harm.conflict,leader.benefits_resource_food,leader.benefits_resource_other,leader.benefits_social.services,leader.benefits_social.status.reputation,leader.benefits_territory,leader.costs_fitness.costs,leader.costs_increased.risk.harm.conflict,leader.costs_other,leader.costs_resource_food.cost,leader.costs_resources_other.cost,leader.costs_social.status,leader.costs_territory.cost,leader.costs.mating.cost,leader.costs.social.services,qualities_artistic.performance,qualities_drug.consumption,qualities_exp.accomplished,qualities_generous,qualities_high.status,qualities_wealthy,qualities.age,qualities.aggressive,qualities.ambition,qualities.attractive,qualities.bravery,qualities.charisma,qualities.coercive.authority,qualities.confident,qualities.culturally.conservative,qualities.culturally.progressive,qualities.decisive,qualities.fairness,qualities.favorable.personality,qualities.high.quality.spouse,qualities.honest,qualities.humble,qualities.industriousness,qualities.ingroup.member,qualities.innovative,qualities.interpersonal.skills,qualities.killer,qualities.knowlageable.intellect,qualities.loyalty,qualities.many.children,qualities.oratory.skill,qualities.physical.health,qualities.physically.strong,qualities.polygynous,qualities.proper.behavior,qualities.prosocial,qualities.social.contacts,qualities.strategic.nepotism,qualities.strategic.planner,qualities.supernatural,qualities.xenophobic
10734,756,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,1,,,,1,1,,,,,,,,1,,,,
10735,757,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10736,758,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10737,759,-1,-1,-1,"But even as they perform these duties, they are criticized for being “toffs,” “too full of themselves.” To take up a position of leadership is to offer oneself up for crucifixion, and many people go to elaborate lengths to distance themselves from the negative attributes of leadership, which can make decision making a torturous, indirect process.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,1,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,,,,,,,,,1,,,1,,,,,,,,,,
10738,760,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,1,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10739,761,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,,1,,,,,,,,,0,,,1,,,,,,,,,,
10740,762,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10741,763,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,,
10742,764,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,,
10743,765,-1,-1,-1,a headman who took this assignment seriously would be ridiculed and ignored.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,,,,,1,,,0,,,,,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10744,766,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,1,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10745,767,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,,,,,0,,,,-1,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10746,768,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10747,769,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10748,770,"Through his investments he contributes the most to the wealth of the association, and through the initiative and success of his herding operations he brings a share in the rewards and a boost to the morale of his active followers. ",-1,-1,"Through his investments he contributes the most to the wealth of the association,",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,1,,,,0,,,,,0,,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,0,,,0,,,,,,,,,,,1,,
10749,771,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,,,,,,,,,,0,,,,,,,1,,0,,,,,,,1,,,,,,
10750,772,-1,-1,"by gaining exclusive control over the summer pastures and separation sites within Näätämö territory, and thereby increasing their fortunes at the expense of both their Muddusjärvi rivals and their fellow Skolts.",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,1,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,1,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10751,773,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,,1,,,1,0,,,,,,,1,,1,,,,,,,,1,,,,,
10752,774,-1,-1,"As a broker between the Skolts and the government bureaucracy, he is equally concerned to invent ‘Skolt demands’ as to press for their implementation, in order to increase the volume of his business and his stock of political capital. ",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,1,,,,,1,,,0,,,,,0,,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,-1,,1,,,,,,,,,,,,,
10753,775,-1,-1,He receives a salary of 700 Fmk a month.,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,1,,,1,,,0,,,,,0,,0,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,1,,,,1,,,1,,,,,,,,,,
10754,776,-1,-1," As to the reward of this leader, it is seen by the inhabitants to be in his ordinary share of the common benefit.",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,,1,,,0,,,,,0,,0,0,0,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10755,777,"when the inhabitants, or the beneficiaries, have procured the benefit they may remove the leader from the office he held while negotiating for it. This is practically certain to happen whenever it is believed that their leader is securing for himself a superordinate position in the community independent of their grace and favour",-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10756,778,-1,-1,He finds part of his reward in the confidence the community places in him,"Finally, there is the high social costs for the freeholder of failure (i.e. rejection by the community).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,1,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10757,779,-1,But these are precisely the rewards inhabitants do not wish to dispense.,he considers he has a chance of obtaining bureaucratic status and financial increment,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,,,,,,,1,,,0,,,,,1,,0,0,0,,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10758,780,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,0,,,,,,,,,0,,,,0,1,,,,,,,,
10759,781,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10760,782,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10761,783,-1,-1, the acquisition of snowmobiles conferred additional adaptive advantages on those families who were already becoming socioeconomic leaders.,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10762,784,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,1,,,1,1,,0,,,,,0,,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10763,785,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10764,786,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10765,787,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,0,1,,,,,,,,0,,1,,,,,,,1,,,,
10766,788,-1,-1,-1,"It is also probable that the other members of a sii'dâ would threaten to secede if the leader decided to admit a man with the reputation of being lazy, thus forcing him to change his mind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10767,789,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10768,790,-1,-1,The only reward for this position was the respect which he commanded from the members and from outsiders. He occupied the place of honor in the house -- in Dinaric regions he even had a special chair -- which he yielded only to a very important guest.,"He could not undertake any significant purchase, sale, or debt without the consent of the others.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,1,1,,1,1,,0,,,,1,0,,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,1,,,,,
10769,791,he looked after the women and children of those who had gone elsewhere,-1,"Upon [Page [p.52]] returning to visit their families, the men would often bring him gifts.",-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,1,,1,1,,0,1,,,,1,1,0,0,0,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10770,792,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10771,793,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,1,,1,,,,,,0,,,1,,0,,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10772,794,-1,-1,"He was the wealthiest man in his village and one of the most prosperous peasants in all Serbia. His house was distinguished from the others in that the main building was better constructed, with thick walls, and he had about ten different types of outbuildings. ",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10773,795,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,,1,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10774,796,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,0,,1,,1,,,,,1,,,,,,,1,,,,,,
10775,797,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,,,,,0,,,,,0,,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10776,798,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10777,799,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,,,,,0,1,,1,,0,,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10778,800,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,1,,,1,0,1,,,,0,,0,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,1,
10779,801,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,1,0,,,,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,1,,,1,,,,,,,,,,,,1,
10780,802,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,,,,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10781,803,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,0,1,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10782,804,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10783,805,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,1,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10784,806,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,1,,1,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,1,,,,,1,,,,,,,1,,0,,,,,,,,,,,,,
10785,807,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,1,0,,,,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10786,808,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10787,809,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,
10788,810,-1,-1,"the command over manpower which a great chief had because of his 20 or 30 pupils was significant economically...According to the data available, the chiefs were polygynous while nonchiefs were probably monogamous...The combination of the institutions of akwedi and polygyny would have meant that chiefly households were very much larger than the average.","Young men who aspired to be chiefs delayed marriage until 18 or 19, whereas other young men married just before or at puberty. The pupil lived with each of his principle teachers for a period of years. Even after he married and became a minor leader in his home community, he might take a year or more off to study from time to time. He frequently made weekend trips to a teacher. While living with a teacher, the pupil worked as a member of the teacher’s household. Under slash and burn technology the extra manpower would have put the major teacher-chiefs in a powerful economic position.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,,,,,,,,,,,,0,,,,0,,,,,1,,,,,,,,,,,,,
10789,811,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10790,812,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,,,,,0,,,0,,0,,0,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10791,813,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,0,,,,,,1,,,1,,,,,,,1,,,,,,
10792,814,-1,-1,"The children of famous leaders, moreover, have sometimes enjoyed an advantage in their own careers",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10793,815,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10794,816,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,-1,,,-1,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10795,817,-1,-1,"Like the sun, the chief fulfills a positive, even necessary, function, and his prestige and prominence resemble the sun’s brightness. ","That same prominence, however, strips him of privacy and subjects him to the strictest moral standards. He works, moreover, at the command of others, both God and his peers, and (at least in theory), he cannot stop, even for a moment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
10796,818,"his own followers, for instance, would certainly not provide him with three hundred or four hundred fish on request.",-1,"While abroad in San Blas, he sheds most of the particulars of his village’s internal politics, and as ambassador and embodiment of the chieftaincy, he receives greater deference and privilege than he does at home—his own followers, for instance, would certainly not provide him with three hundred or four hundred fish on request....Whatever his motives, a chief seldom travels alone, sometimes bringing a spouse or child along, more often an arkar or policeman. ",-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,,,,,1,,,0,,,,,0,,0,0,0,,1,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
