"","cs_ID","cs_textrec_ID","cs_code_text_type","c_culture_code","c_name","c_region","c_subregion","c_subsistence_type","c_subsistence_code","c_latitude","c_longitude","c_cultural_complexity","cs_code_demo_sex","cs_code_dom_aggression","cs_code_dom_assert.autonomy","cs_code_dom_avoid.dom","cs_code_dom_fear","cs_code_dom_fighting","cs_code_dom_personality","cs_code_dom_reputation","cs_code_dom_strong","cs_code_neel_better.mates","cs_code_neel_big.family","cs_code_neel_intelligence","cs_code_neel_polygynous","cs_code_prestige_counsel","cs_code_prestige_emulated","cs_code_prestige_expertise","cs_code_prestige_family","cs_code_prestige_followers.expect.success","cs_code_prestige_likable","cs_code_pretige_respected","cs_code_vanvugt_coordinating","cs_code_vanvugt_strategic","prestige_counsel.f","prestige_emulated.f","prestige_expertise.f","prestige_family.f","prestige_followers.expect.success.f","prestige_likable.f","prestige_respected.f","neel_better.mates.f","neel_big.family.f","neel_intelligence.f","neel_polygynous.f","vanvugt_coordinating.f","vanvugt_strategic.f","dom_aggression.f","dom_assert.autonomy.f","dom_avoid.dom.f","dom_fear.f","dom_fighting.f","dom_personality.f","dom_reputation.f","dom_strong.f","subsistence2","dom_for","dom_against","dom_none","dom_sum","prestige_for","prestige_against","prestige_none","prestige_sum","neel_for","neel_against","neel_none","neel_sum","dom_totals","prest_totals"
"543",10489,518,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"544",10490,519,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"545",10491,520,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"546",10492,521,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"547",10493,522,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",1,0,7,1,1,0,6,1,0,0,4,0,1,1
"548",10495,524,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"549",10496,525,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"550",10497,526,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"551",10498,527,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"552",10501,530,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",2,0,6,2,0,0,7,0,0,0,4,0,2,0
"553",10502,531,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"554",10503,532,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"555",10505,534,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"556",10506,535,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"557",10508,537,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"558",10510,539,"cultural model","MS12","Hausa","Africa","Western Africa","other",7,12.5,8,21,"unkown",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","other",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"559",10511,540,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"560",10512,541,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"561",10513,542,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"562",10514,543,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"563",10515,544,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"564",10516,545,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"565",10517,546,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"566",10519,548,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"567",10520,549,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"568",10521,550,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"569",10523,552,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,1,0,3,1,0,0
"570",10524,553,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"571",10525,554,"cultural model","MS14","Kanuri","Africa","Western Africa","intensive agriculturalists",5,12,12.25,1,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"572",10526,555,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",1,0,7,1,1,0,6,1,1,0,3,1,1,1
"573",10527,556,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"574",10528,557,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"575",10529,558,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,1,0,6,1,1,0,3,1,0,1
"576",10530,559,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"577",10531,560,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence against","no evidence","no evidence","horticulturalists",0,1,7,1,1,0,6,1,0,0,4,0,-1,1
"578",10532,561,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,1,0,3,1,0,0
"579",10533,562,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","evidence against","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","horticulturalists",1,0,7,1,0,1,6,1,0,0,4,0,1,-1
"580",10534,563,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","horticulturalists",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"581",10535,564,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"582",10536,565,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,1,0,6,1,0,0,4,0,0,1
"583",10537,566,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"unkown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"584",10538,567,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"585",10539,568,"cultural model","FF57","Tiv","Africa","Western Africa","horticulturalists",4,7,9,13,"male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,2,0,5,2,0,0,4,0,0,2
"586",10540,569,"cultural model","MS30","Wolof","Africa","Western Africa","horticulturalists",4,14.84,-14.5,19,"male",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",1,0,7,1,0,0,7,0,0,0,4,0,1,0
"587",10541,569,"cultural model","MS30","Wolof","Africa","Western Africa","horticulturalists",4,14.84,-14.5,19,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"588",10542,569,"cultural model","MS30","Wolof","Africa","Western Africa","horticulturalists",4,14.84,-14.5,19,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"589",10543,570,"cultural model","MS30","Wolof","Africa","Western Africa","horticulturalists",4,14.84,-14.5,19,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"590",10544,570,"cultural model","MS30","Wolof","Africa","Western Africa","horticulturalists",4,14.84,-14.5,19,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"591",10545,571,"cultural model","MS30","Wolof","Africa","Western Africa","horticulturalists",4,14.84,-14.5,19,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","horticulturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"592",10546,572,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"593",10547,573,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"594",10549,575,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,0,0,7,0,0,0,4,0,0,0
"595",10551,577,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","evidence for","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,3,0,4,3,0,0,4,0,0,3
"596",10552,578,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"male",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence against","no evidence","no evidence","agriculturalists",0,1,7,1,0,0,7,0,0,0,4,0,-1,0
"597",10553,579,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"unkown",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","evidence against","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","no evidence","agriculturalists",0,0,8,0,1,0,6,1,1,0,3,1,0,1
"598",10554,580,"cultural model","AA01","Korea","Asia","East Asia","intensive agriculturalists",5,33.06,128.03,22,"male",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","no evidence","no evidence","no evidence","evidence for","no evidence","no evidence","agriculturalists",1,0,7,1,2,0,5,2,0,0,4,0,1,2
